"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
90,"NCT02454660","Improving Adherence and Outcomes by Artificial Intelligence-Adapted Text Messages","AIM@BP","Completed","No Results Available","Medication Non-adherence","Behavioral: SMS (Text messages)","Medication Adherence (Proportion Days Covered (PDC)) assessed by administrative insurance records|Self-reported medication adherence assessed via a questionnaire|Pill bottle openings (how often medication was taken) assessed by records from pill bottle caps (MEMS readers)|Medication Beliefs assessed via a questionnaire","University of Michigan|Agency for Healthcare Research and Quality (AHRQ)","All","21 Years and older   (Adult, Older Adult)","Not Applicable","49","Other|U.S. Fed","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Prevention","1R21HS022336-01A1","May 2015","November 4, 2016","November 4, 2016","May 27, 2015",,"April 11, 2017","University of Michigan College of Pharmacy, Ann Arbor, Michigan, United States|Spectrum Health, Grand Rapids, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT02454660"
91,"NCT03874702","Automated Diagnosis of Stroke in Computed Tomography With the Use of Artificial Intelligence",,"Enrolling by invitation","No Results Available","Stroke|Ischemic Stroke",,"Alberta Stroke Program Early Computed Tomography Score","University of Guadalajara","All","18 Years and older   (Adult, Older Adult)",,"350","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","UGuadalajara","August 15, 2019","June 1, 2022","June 1, 2022","March 14, 2019",,"September 25, 2019","Departamento de neurociencias, Guadalajara, Jalisco, Mexico",,"https://ClinicalTrials.gov/show/NCT03874702"
92,"NCT04142879","Automated Detection and Triage of Large Vessel Occlusions Using Artificial Intelligence for Early and Rapid Treatment (ALERT)","ALERT","Not yet recruiting","No Results Available","Stroke Workflow and Clinical Outcome Parameters","Device: Viz Device Software","Non-Interventional Centers|Interventional Centers|Workflow Endpoints","Providence Little Company of Mary-Torrance|Viz.ai, Inc.","All","18 Years and older   (Adult, Older Adult)",,"500","Other|Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","ALERT-VIZ-LVO-02","December 1, 2019","December 31, 2020","December 31, 2021","October 29, 2019",,"October 29, 2019","Providence Little Company of Mary Medical Center-Torrance, Torrance, California, United States",,"https://ClinicalTrials.gov/show/NCT04142879"
93,"NCT04016987","Automated Structured Education Based on an App and AI in Chinese Patients With Type 1 Diabetes",,"Not yet recruiting","No Results Available","Type 1 Diabetes","Behavioral: Automated structured education intervention based on an app and artificial intelligence","changes in serum hemoglobin A1c level|changes in Time in range (TIR)|Chinese version of Diabetes Quality of Life scale|Diabetes Self-Management Scale|Chinese version of Diabetes Self-Care Activities|Diabetes Empowerment Scale-Short Form|State-Trait Anxiety Inventory (STAI)|Beck's Depression Inventory (BDI)|Fasting blood glucose|Systolic blood pressure|Diastolic blood pressure|Total cholesterol|High-density lipoprotein (HDL) cholesterol|Low-density lipoprotein (LDL) cholesterol|Triglycerides|Height in meters|Weight in kilograms|Patients engagement with the app|Adverse events","Second Xiangya Hospital of Central South University","All","18 Years to 50 Years   (Adult)","Not Applicable","138","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","AI App-EC T1D 2019","November 2019","November 2021","November 2023","July 12, 2019",,"October 30, 2019",,,"https://ClinicalTrials.gov/show/NCT04016987"
94,"NCT03976297","Artificial Intelligence/Machine Learning Modeling on Time to Palliative Care Review in an Inpatient Hospital Population",,"Recruiting","No Results Available","Palliative Care","Other: Control Tower","Timely identification for need of palliative care|The number of inpatient palliative care consults|Timely identification for need of palliative care per unit|Transition time to hospice-designated bed|Time to hospice designation|Emergency Department visit within 30 days of discharge|Hospitalization or readmission within 30 days of discharge|ICU transfers|Ratio of inpatient hospice death to non-hospice hospital deaths|Rate of discharge to external hospice|Inpatient length of stay","Mayo Clinic","All","18 Years and older   (Adult, Older Adult)","Not Applicable","20000","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","19-002315","August 19, 2019","August 19, 2020","October 2020","June 6, 2019",,"August 28, 2019","Mayo Clinic, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03976297"
95,"NCT03499145","Validation of the Utility of Ophthalmology Intelligent Diagnostic System",,"Completed","No Results Available","Ophthalmopathy|Artificial Intelligence","Device: Ophthalmology diagnostic system.","The proportion of accurate, mistaken and miss detection of the ophthalmology diagnostic system.","Sun Yat-sen University|Ministry of Health, China|Xidian University","All","Child, Adult, Older Adult",,"615","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","CCPMOH2018-China-2","April 1, 2018","August 31, 2019","August 31, 2019","April 17, 2018",,"October 21, 2019","Zhongshan Ophthalmic Center, Sun Yat-sen University, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT03499145"
96,"NCT04307030","Study on AI Recognition System Of Heart Sound In Congenital Heart Disease Screening",,"Not yet recruiting","No Results Available","Congenital Heart Disease in Children","Diagnostic Test: Heart Auscultation and Echocardiography","Receiver operating characteristic (ROC) of sensitivity","Xinhua Hospital, Shanghai Jiao Tong University School of Medicine","All","up to 18 Years   (Child, Adult)",,"5000","Other","Observational","Observational Model: Cohort|Time Perspective: Cross-Sectional","XH-20-003","July 1, 2020","December 31, 2021","June 30, 2023","March 13, 2020",,"March 13, 2020","Bijie First Municipal Hospital, Bijie, China|Children's Hospital Affiliated to Chongqing Medical University, Chongqing, China|Children's Hospital Affiliated to Zhejiang Medical University, Hangzhou, China|Shandong Provincial Hospital, Jinan, China|Linhai Hospital for Women and Children, Linhai, China|Linyi Hospital for Women and Children, Linyi, China|Shanghai Children's Medical Center, Shanghai, China|Shiyan Taihe Hospital, Shiyan, China|The Second Hospital Affiliated to Wenzhou Medical University, Wenzhou, China",,"https://ClinicalTrials.gov/show/NCT04307030"
97,"NCT04278274","Post-Neoadjuvant Treatment MRI Based AI System to Predict pCR for Rectal Cancer","MR-AI-pCR","Recruiting","No Results Available","Rectal Cancer","Procedure: the artificial intelligence|Procedure: the radiologists","The prediction accuracy of AI prediction system and expert radiologists in prediction tumor response|The specificity of AI prediction system and expert radiologists in prediction tumor response|The sensitivity of AI prediction system and expert radiologists in prediction tumor response|The area under curve (AUC) of Receiver Operating Characteristic (ROC) curves of AI prediction system and expert radiologists in prediction tumor response","Sixth Affiliated Hospital, Sun Yat-sen University|Sir Run Run Shaw Hospital|The Third Affiliated Hospital of Kunming Medical College.","All","18 Years to 75 Years   (Adult, Older Adult)",,"322","Other","Observational","Observational Model: Other|Time Perspective: Prospective","MR-AI-pCR 2020","January 8, 2020","August 8, 2020","December 8, 2020","February 20, 2020",,"February 20, 2020","the Sixth Affiliated Hospital of Sun Yat-sen University, Guangzhou, Guangdong, China|The Third Affiliated Hospital of Kunming Medical College, Kunming, Yunnan, China|Sir Run Run Shaw Hospital, Hangzhou, Zhejiang, China",,"https://ClinicalTrials.gov/show/NCT04278274"
98,"NCT04319055","AI-Assisted Facial Surgical Planning",,"Completed","No Results Available","Facial Plastic and Reconstructive Surgery|Periocular Diseases|Orbital Diseases|Artificial Intelligence",,"The model performance is evaluated by accuracy|AUC (Area Under the Curve)|ROC (Receiver Operating Characteristics) curve.|An Artificial Intelligence Approach to Identifying Facial, Periocular, and Orbital Diseases","National Taiwan University Hospital|Stanford University","All","20 Years to 65 Years   (Adult, Older Adult)",,"17932","Other","Observational","Observational Model: Case-Only|Time Perspective: Retrospective","201908066RIND","January 1, 2009","December 31, 2018","July 30, 2019","March 24, 2020",,"March 24, 2020","National Taiwan University Hospital, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT04319055"
99,"NCT04455568","Establish a Telecare Model of Acute Coronary Syndrome Patient With Heart Stent Implantation by a Non-invasive Wearable Device and Artificial Intelligence Cloud to Reducing Medical Adverse Events.",,"Not yet recruiting","No Results Available","Acute Coronary Syndrome|Percutaneous Transluminal Coronary Angioplasty","Device: use EKG Wisdom bracelet","death|Restenosis|heart failure|heart disease re-hospitalization|Stroke re-hospitalization|Arrhythmia re-hospitalization|Physician adjusts medicine|Physician arranges examination early|Medical Compliance|Medical Costs","Taipei Medical University Shuang Ho Hospital|Taipei Medical University WanFang Hospital|Taipei Medical University Hospital|Taipei Medical University|Lotung Poh-Ai Hospital","All","20 Years and older   (Adult, Older Adult)",,"400","Other","Observational","Observational Model: Other|Time Perspective: Prospective","N202004123","July 1, 2020","July 1, 2022","July 1, 2024","July 2, 2020",,"July 2, 2020",,,"https://ClinicalTrials.gov/show/NCT04455568"
100,"NCT03274908","Real-world Clinical Study and Medical Machine Intelligence Study for Traditional Chinese Internal Medicine",,"Recruiting","No Results Available","Internal Disorders","Other: regular medical treatment","internal diseases","Shanghai Tongji Hospital, Tongji University School of Medicine|Huashan Hospital|Puer Hospital of Chinese Medicine|Dangyang Hospital of Chinese Medicine|Changde Hospital affiliated to Hunan University of Chinese Medicine|Ruikang Hospital affiliated to Guanxi University of Chinese Medicine|Shandong Jining No.1 People's Hospital|People's Hospital of Dangyang","All","20 Years to 100 Years   (Adult, Older Adult)",,"2000000","Other","Observational","Observational Model: Case-Only|Time Perspective: Other","20170906","April 1, 2017","December 30, 2020","December 30, 2022","September 7, 2017",,"March 20, 2019","Huasha Hospital, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03274908"
101,"NCT04354675","Effectiveness of AI Genetic Counseling Program vs In-person Genetic Counseling in Breast Cancer",,"Not yet recruiting","No Results Available","Breast Cancer","Genetic: Automated program (ChatBot)|Genetic: Genetics counselor|Other: BCGCKQ Survey|Other: Satisfaction Survey|Genetic: Genetic testing","Percent of participants who took up genetic testing after not meeting NCCN guidelines for genetic testing|Mean overall patient satisfaction with decision about genetic testing: survey|Overall comprehension as assessed by BCGCKQ|Percentage of overall cohort with mutation|Number of patients who decline genetic testing|Frequencies of most common reasons for not pursuing genetic testing|Time to treatment","Case Comprehensive Cancer Center","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Screening","CASE12119","July 7, 2020","January 1, 2023","January 1, 2024","April 21, 2020",,"April 21, 2020","Cleveland Clinic, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT04354675"
102,"NCT03753724","IDEAL: Artificial Intelligence and Big Data for Early Lung Cancer Diagnosis Study","IDEAL","Recruiting","No Results Available","Pulmonary Nodule, Solitary|Pulmonary Nodule, Multiple|Lung Cancer",,"The overall diagnostic performance of a new computer aided prediction (CAP) model for malignancy in small pulmonary nodules (% diagnostic accuracy).|The health economic benefits of the CAP model.|The diagnostic performance of the CAP model for malignancy in small pulmonary nodules at a specific operating point relevant to clinical practice.","University of Oxford|Optellum Ltd.","All","18 Years and older   (Adult, Older Adult)",,"1050","Other","Observational","Observational Model: Other|Time Perspective: Prospective","13489","August 29, 2018","September 1, 2019","September 1, 2020","November 27, 2018",,"November 27, 2018","Royal Berkshire Nhs Foundation Trust, Reading, Berkshire, United Kingdom|Nottingham University Hospitals Nhs Trust, Nottingham, Nottinghamshire, United Kingdom|Oxford University Hospitals NHS Foundation Trust, Oxford, Oxfordshire, United Kingdom|Leeds Teaching Hospitals Nhs Trust, Leeds, West Yorkshire, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03753724"
