"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
103,"NCT00312962","Effectiveness of Targeted Cognitive Training for Neurological Deficits in People With Schizophrenia","CRIS","Completed","No Results Available","Schizophrenia","Behavioral: Targeted cognitive training (TCT)|Behavioral: Computer games","Cognitive performance as measured by a neuropsychological battery|Symptom profile as measured by clinical interviews|Quality of life as measured by clinical interviews","University of California, San Francisco|National Institute of Mental Health (NIMH)","All","18 Years to 60 Years   (Adult)","Phase 1|Phase 2","80","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment","R01MH068725|DATR A2-AISZ","April 2004","March 2012","March 2013","April 11, 2006",,"March 11, 2014","San Francisco Department of Veterans Affairs Medical Center, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT00312962"
104,"NCT02707029","Clinical and Scientific Assessment of Pain and Painful Disorders",,"Recruiting","No Results Available","Normal Physiology|Pain",,"To enable for the deep, broad, and targeted phenotyping of individuals, in particular those with rare and unusual pain disorders.|To facilitate obtaining information relevant to determining potential eligibility in IRB-approved NIH protocols, in particular those of the Clinical Investigations Branch of NCCIH.","National Center for Complementary and Integrative Health (NCCIH)|National Institutes of Health Clinical Center (CC)","All","12 Years and older   (Child, Adult, Older Adult)",,"10000","NIH","Observational","Observational Model: Cohort|Time Perspective: Prospective","160077|16-AT-0077","July 22, 2016","February 9, 2026","February 9, 2026","March 14, 2016",,"June 24, 2020","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT02707029"
105,"NCT01291485","Electronic Intervention for HIV Medication Adherence",,"Completed","No Results Available","HIV","Behavioral: Life Steps for Medication Adherence","HIV medication adherence|HIV Treatment Adherence Self-Efficacy|Quality of Life|Viral Load|CD4 cell count","Oklahoma State University Center for Health Sciences","All","18 Years and older   (Adult, Older Adult)","Not Applicable","97","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Supportive Care","2010022","January 2011","September 2011","November 2011","February 8, 2011",,"October 10, 2012","Internal Medicine Specialty Services, Tulsa, Oklahoma, United States",,"https://ClinicalTrials.gov/show/NCT01291485"
106,"NCT00188032","Strategies for Suspected Pulmonary Embolism in Emergency Departments",,"Completed","No Results Available","Quality of Health Care|Pulmonary Embolism","Procedure: Computer-Assisted diagnostic Decision Support|Procedure: written diagnostic guidelines|Procedure: electronic therapeutic reminders","rate of agreement between the diagnostic criteria applied in daily practice and those validated in the scientific literature|-(diagnostic intervention) Rate of strategies considered as validated or acceptable according to the opinion of international advisors.|- (diagnostic intervention) Rate of thromboembolic-events during a 3-month follow-up period in patients for whom pulmonary embolism will be ruled out|- (diagnostic intervention) Costs of the diagnostic management|- (therapeutic reminders) Delay between Emergency Department admission and the first dose of antithrombotic treatment in patients with high clinical probability of PE according to the Revised Geneva Score|- (therapeutic reminders)Rate of inappropriate treatment according to international recommendations for patients with confirmed PE.","University Hospital, Angers|Ministry of Health, France","All","Child, Adult, Older Adult","Not Applicable","1331","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)","PHRC-04-01","June 2005",,"September 2006","September 16, 2005",,"February 5, 2009","H Argenteuil, Argenteuil, France|UH Besançon, Besançon, France|H Bethune, Bethune, France|UH Ambroise Pare, Boulogne Billancourt, France|UH Caen, Caen, France|H Chalons en Champagne, Chalons-en-Champagne, France|H Chateauroux, Chateauroux, France|H Compiegne, Compiegne, France|UH Dijon, Dijon, France|H Dreux, Dreux, France|UH Grenoble, Grenoble, France|H Langres, Langres, France|H le Mans, Le Mans, France|H Lons le Saunier, Lons le Saunier, France|UH Nancy, Nancy, France|UH La Pitie Salpetriere, Paris, France|H Roanne, Roanne, France|H Saint Nazaire, Saint Nazaire, France|H Thouars, Thouars, France|UH Toulouse, Toulouse, France",,"https://ClinicalTrials.gov/show/NCT00188032"
107,"NCT00375856","Computer-Assisted Total Knee Replacement Kinematics: DePuy Sigma Posterior Cruciate Substituting Knee and the DePuy Sigma RP Rotating Platform Knee",,"Completed","No Results Available","Osteoarthritis, Knee","Device: DePuy P.F.C.® Sigma Rotating Platform Knee","Gait and radiographic parameters|Knee pain, function","Queen's University|DePuy Orthopaedics","All","45 Years to 75 Years   (Adult, Older Adult)","Phase 4","91","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","DepuyRP06","October 2006","December 2012","December 2012","September 13, 2006",,"September 27, 2016","University of Manitoba, Winnipeg, Manitoba, Canada|Kingston General Hospital, Kingston, Ontario, Canada|London Health Sciences Center, London, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT00375856"
108,"NCT02080585","Effectiveness of a Web-based, Computer-tailored, Pedometer-based Physical Activity Intervention for Adults: a Cluster-randomized Controlled Trial",,"Completed","No Results Available","Inactivity","Behavioral: Physical Activity advice.","Amount of physical activity at baseline.|Amount of Physical activity 1 month after baseline.|Amount of physical activity 3 months after baseline.|Sedentary behaviour at baseline.|Sedentary behaviour 1 month after baseline.|Sedentary behaviour 3 months after baseline.","University Ghent|Research Foundation Flanders","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","274","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","2005/027","May 2012","February 2013","June 2013","March 6, 2014",,"March 6, 2014","Ghent University - Department of Movement and Sports Sciences, Ghent, Belgium",,"https://ClinicalTrials.gov/show/NCT02080585"
109,"NCT02775396","Effects of Wearing Progressive Addition Lens on Working Distance and Refractive Status in Adult Computer Users",,"Completed","No Results Available","Video Game Play Using Handheld Computer","Device: Spectacle lens","Change in near working distance measured by an automatic ultrasound sensor|Change in refractive status measured by an automatic refractometer","The Hong Kong Polytechnic University|Carl Zeiss","All","18 Years to 40 Years   (Adult)","Not Applicable","64","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","P14-0085","September 2014","March 2015","April 2015","May 17, 2016",,"May 17, 2016",,,"https://ClinicalTrials.gov/show/NCT02775396"
110,"NCT00906789","Testing of Computer Aided Detection Software for Riverain Medical Group",,"Completed","Has Results","Lung Cancer","Behavioral: Software","Improvement in Cancer Detection as Measured by Localized Receiver Operating Characteristic) LROC Changes Under the LROC Curve.|Sensitivity and Specificity Using SoftView Software","Georgetown University|Riverain Technologies","All","Child, Adult, Older Adult",,"15","Other|Industry","Observational",,"Riverain SV 2.0.1 and OG5.0|Softview 2.0.1|OnGuard 5.0","May 2009","June 2010","June 2010","May 21, 2009","September 1, 2014","September 1, 2014","ISIS Imaging Science Research Center, Georgetown University, Washington, District of Columbia, United States",,"https://ClinicalTrials.gov/show/NCT00906789"
111,"NCT04380649","Development and Test of a Headset for BCI Until Obtaining an Efficient and Comfortable System That Can be Used in Daily Practice by ALS People","TECH-ICOPA","Not yet recruiting","No Results Available","Amyotrophic Lateral Sclerosis|Motor Neuron Disease|Spinal Cord Diseases|Alternative Communication Devices|Neurodegenerative Diseases|Nervous System Diseases|Neuromuscular Diseases","Device: New headset prototype","prototype set-up time|Quality of the impedance of each electrode|Number of errors during calibration|Patient/caregiver satisfaction","Centre Hospitalier Universitaire de Nice","All","18 Years and older   (Adult, Older Adult)","Not Applicable","5","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","19-PP-18","July 2020","December 2020","June 2021","May 8, 2020",,"July 2, 2020",,,"https://ClinicalTrials.gov/show/NCT04380649"
112,"NCT00930150","Feasibility of Providing Cognitive Remediation to People With Schizophrenia in a Clinical Network",,"Completed","No Results Available","Schizophrenia","Behavioral: Targeted cognitive training|Behavioral: Computer control|Behavioral: Bridging groups|Behavioral: Health and wellness groups","Feasibility of a multisite trial using cognitive remediation|Effect of cognitive remediation on functional outcomes, including change from baseline on UCSD Performance Based Skills Assessment (UPSA) total score, Specific Levels of Functioning (SLOF) total score, and Cognitive Assessment Interview (CAI) total score","National Institute of Mental Health (NIMH)","All","18 Years to 55 Years   (Adult)","Phase 4","52","NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","N01 MH090001-07|N01-MH090001-07|PCC: DSIR AT","July 2009","February 2010","February 2010","June 30, 2009",,"April 19, 2011","Yale University/Connecticut Mental Health Center, New Haven, Connecticut, United States|Emory University, Atlanta, Georgia, United States|Medical College of Georgia, Augusta, Georgia, United States|University of Iowa Hospital, Iowa City, Iowa, United States|University of Massachusetts, Worcester, Massachusetts, United States|University of Minnesota School of Medicine, Minneapolis, Minnesota, United States|The University of North Carolina, Chapel Hill, North Carolina, United States|Philadelphia VA Medical Center-116A, Philadelphia, Pennsylvania, United States|University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States",,"https://ClinicalTrials.gov/show/NCT00930150"
113,"NCT04404348","Cognitive Rehabilitation for Opioid Abuse-related Cognitive Impairment",,"Suspended","No Results Available","Substance-Related Disorders","Behavioral: Cognitive Training|Behavioral: Placebo Control","Mean Cognitive Change from Baseline to Endpoint|Substance Abuse Program Completion Rate","Oklahoma State University Center for Health Sciences","All","18 Years to 64 Years   (Adult)","Not Applicable","50","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","2018043","March 6, 2020","July 2020","July 2020","May 27, 2020",,"May 27, 2020","12&12, Inc, Tulsa, Oklahoma, United States",,"https://ClinicalTrials.gov/show/NCT04404348"
114,"NCT02621671","Communicating Multiple Disease Risks",,"Completed","No Results Available","Healthy","Behavioral: Cognitive interview|Other: Survey","Test eight images/visual displays that communicate risk estimates of five diseases associated with physical activity as measured by participants understanding of the images/visual displays|Most effective combination of strategies in communicating multiple disease risk estimates (Arm 2 only)|Time that it takes to complete the survey that accompanies the images (Arm 1 only)","Washington University School of Medicine","All","30 Years to 65 Years   (Adult, Older Adult)","Phase 1","1191","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","201501028","April 1, 2015","June 27, 2017","June 27, 2017","December 3, 2015",,"November 6, 2017","Washington University School of Medicine, Saint Louis, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT02621671"
