"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
93,"NCT02821767","Natural History, Pathogenesis, and Outcome of Ocular Disorders",,"Recruiting","No Results Available","Eye Disease",,"No formal outcomes will be measured; however, the clinical assessments of enrolled participants can be used to measure theresponse to standard treatment.","National Eye Institute (NEI)|National Institutes of Health Clinical Center (CC)","All","Child, Adult, Older Adult",,"1000","NIH","Observational","Observational Model: Cohort|Time Perspective: Cross-Sectional","160134|16-EI-0134","November 2, 2016","July 1, 2026","July 1, 2026","July 4, 2016",,"April 24, 2020","National Institutes of Health Clinical Center, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT02821767"
94,"NCT03248388","Argus II/ORCAM Device Study",,"Recruiting","No Results Available","Retinitis Pigmentosa","Device: Argus II Eyeglasses|Device: ORCAM","Number of Subjects Who Are Able to Use the ORCAM device With the Argus II Device at the End of the Study","Mayo Clinic|Second Sight Medical Products","All","18 Years and older   (Adult, Older Adult)","Not Applicable","5","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Device Feasibility","17-003289","August 31, 2017","December 2021","December 2021","August 14, 2017",,"June 4, 2020","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03248388"
95,"NCT02640196","Videolaryngoscopes for Double Lumen Tube Intubations in Simulated Easy and Difficult Airway",,"Completed","No Results Available","Staff Anaesthesiologists|Limited Experience in Using Videolaryngoscopes","Device: Macintosh|Device: GlideScope|Device: Airtraq|Device: King Vision","Time to achieve successful double lumen tube intubation|Best view during laryngoscopy using the classification described by Cormack and Lehane|Difficulty of intubation using a Visual Analog Scale (VAS)|Number of first-pass success|Number of the required optimisation manoeuvers","Dammam University","All","23 Years to 65 Years   (Adult, Older Adult)","Not Applicable","21","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)","ANESTH-03-15","March 2015","May 2015","June 2015","December 28, 2015",,"December 28, 2015","Dammam University KFHU, Al-Khobar, EP, Saudi Arabia",,"https://ClinicalTrials.gov/show/NCT02640196"
96,"NCT01427829","Computer-assisted Psychosocial Risk Assessment (CaPRA) for Refugee Health and Settlement","CaPRA","Completed","No Results Available","Computer|Screening|Decision Support System|Primary Care|Psychosocial|Refugees","Behavioral: Computer-assisted Psychosocial Risk Assessment (CaPRA)","Patient intention to visit a psychosocial counselor|Patient satisfaction|Patient acceptability","University of Toronto","All","18 Years and older   (Adult, Older Adult)","Not Applicable","50","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","FA-25340","July 2010","October 2010","October 2010","September 2, 2011",,"September 2, 2011",,,"https://ClinicalTrials.gov/show/NCT01427829"
97,"NCT03925337","Computer Aided Detection of Polyps in the Colon",,"Recruiting","No Results Available","Polyp, Adenomatous|Colo-rectal Cancer","Device: Computer Aided Diagnostic Software","Adenoma Miss Rate (AMR)|Polyp Miss Rate (PMR)|Amplified adenoma detection rate|Advanced adenoma miss rate determination|Colonoscope segmental withdrawal time determination|Total procedure time determination|Rate of adverse event determination","Beth Israel Deaconess Medical Center","All","22 Years and older   (Adult, Older Adult)","Not Applicable","200","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","2018P000564","May 7, 2019","December 2020","December 2020","April 24, 2019",,"June 22, 2020","University of Chicago, Chicago, Illinois, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|NYU Langone, New York, New York, United States|Baylor College of Medicine, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03925337"
98,"NCT03058172","Study of Olfaction / Vision Interactions in Expert and Novice Populations",,"Unknown status","No Results Available","Healthy","Other: Odor presentation (for participants' perception)|Other: Image presentation (for participants' perception)","Brain activity|Genotyping|Olfactory abilities|Perception|Response times","Hospices Civils de Lyon","All","18 Years to 85 Years   (Adult, Older Adult)","Not Applicable","120","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","69HCL16_0685","April 15, 2016","March 15, 2019","April 15, 2019","February 20, 2017",,"February 23, 2018","Infirmerie Protestante, Caluire et Cuire, France",,"https://ClinicalTrials.gov/show/NCT03058172"
99,"NCT01567748","In-human Validation of a Technique for Measuring Central Aortic Hemodynamics With Peripheral Arterial Waveforms",,"Completed","No Results Available","Coronary Artery Disease","Procedure: BP Measurements at aorta, radial and femoral locations","Validate ITF Methodology","University of Alberta","All","18 Years to 80 Years   (Adult, Older Adult)",,"40","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","00021889","January 2012","April 2014","April 2014","March 30, 2012",,"December 5, 2014","University of Alberta Hospital/Mazankowski Alberta Heart Institute, Edmonton, Alberta, Canada",,"https://ClinicalTrials.gov/show/NCT01567748"
100,"NCT01663155","Chest Imaging, Breath, and Biomarkers in a Screening Trial",,"Completed","No Results Available","Lung Cancer","Device: chest x-ray with or without CAD, lose dose CT scan","The sensitivities of chest x-ray with CAD and chest CT|Disease-specific mortality between screening with chest x-ray and CAD versus no screening|All-cause mortality rate between screening with chest x-ray and CAD versus no screening|Length of time between randomization and the incidence of symptomatic advanced lung cancer for screened subjects versus controls|Does lung cancer screening with chest x-rays and computer aided detection (CAD) reduce the incidence of symptomatic advanced lung cancer in a high risk population|The quality of life between screening with chest x-ray and CAD versus no screening.","The Cleveland Clinic","All","40 Years to 75 Years   (Adult, Older Adult)",,"1424","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","07-455|State of Ohio grant|06-055","September 2008","May 2014","May 2014","August 13, 2012",,"May 18, 2017","Cleveland Clinic, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT01663155"
101,"NCT00579293","Development of a Computer Assisted Survivor Screening For Adult Survivors of Childhood Cancer",,"Completed","No Results Available","Childhood Cancer",,,"Memorial Sloan Kettering Cancer Center","All","18 Years to 49 Years   (Adult)",,"100","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","04-098","August 2004","July 2008","July 2008","December 24, 2007",,"July 28, 2008","Memorial Sloan-Kettering Cancer Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT00579293"
102,"NCT00006422","Evaluation and Treatment of Pediatric Eye Diseases",,"Completed","No Results Available","Ocular Motility Disorder","Procedure: current standard of care treatments",,"National Eye Institute (NEI)|National Institutes of Health Clinical Center (CC)","All","Child, Adult, Older Adult","Not Applicable","150","NIH","Interventional",,"010023|01-EI-0023","October 2000",,"October 2002","October 30, 2000",,"March 4, 2008","National Eye Institute (NEI), Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00006422"
103,"NCT01013935","A Spanish-Language Intervention to Enhance Routine HIV Patient Care Delivery [CARE+ Spanish]","CARE+ Spanish","Completed","No Results Available","HIV Infections","Other: CARE+ Spanish computer counseling session|Other: CARE+ Spanish brief computer risk assessment session","ART adherence|HIV-1 viral load|Sexual risks|Clinic visit adherence|Qualitative exit interviews with patients (n=75) to assess technology uptake factors, cultural/linguistic acceptability, and suggestions for ongoing use among older vs. younger, and US-born vs. foreign-born Latino groups|Two focus groups with providers (n≤30) to assess perceived technology barriers/facilitators","New York University|St. Luke's-Roosevelt Hospital Center","All","18 Years and older   (Adult, Older Adult)","Not Applicable","556","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Prevention","1RC1MH088307","June 2010","July 2013","July 2013","November 16, 2009",,"September 28, 2018","St. Luke's Roosevelt, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT01013935"
104,"NCT01282827","Paraorbital-Occipital Electric Stimulation in Patients With Optic Neuropathy (BCT_optnerve)",,"Completed","No Results Available","Low Vision","Device: rtACS (verum condition)|Device: placebo stimulation","Detection accuracy (DA) change in percent over baseline within defective visual field sectors|Visual Parameters 1|Visual Parameters 2|Visual Parameters 3|Visual Parameters 4|EEG parameters","University of Magdeburg|EBS Technologies GmbH","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2|Phase 3","40","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","EBS-optnerv-BCT","November 2006","March 2010","March 2010","January 25, 2011",,"January 26, 2011","Klinik für Neurologie, Charité Campus Mitte, Universitätsmedizin Berlin, Berlin, Germany|Institut für Medizinische Psychologie, Leipziger Str. 44, Magdeburg, Germany",,"https://ClinicalTrials.gov/show/NCT01282827"
105,"NCT00151151","The S.A.F.E. Study : Computer-Aided Counseling to Prevent Teen Pregnancy/Sexually Transmitted Diseases (STDs)",,"Completed","No Results Available","Pregnancy|Sexually Transmitted Diseases","Behavioral: Computer-Assisted Motivational Intervention|Behavioral: Didactic Educational Counseling","Self-reported sexual and contraceptive behaviors recorded by a 90-day timeline follow back interview at 9 and 18 months compared to baseline|Stage of readiness to be abstinent, use condoms, spermicide, and hormonal contraception based on a computerized assessment|Reported drug and alcohol use recorded by a 90-day timeline follow back interview","University of Pittsburgh|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","Female","13 Years to 21 Years   (Child, Adult)","Not Applicable","660","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","0405473|HD41058","February 2003","December 2007","December 2007","September 8, 2005",,"September 13, 2011","Children's Hospital of Pittsburgh, Pittsburgh, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT00151151"
106,"NCT00111293","Attention and Visual Perception",,"Completed","No Results Available","Focal Lesions|Focal Brain Lesion",,,"National Institute of Mental Health (NIMH)|National Institutes of Health Clinical Center (CC)","All","18 Years to 80 Years   (Adult, Older Adult)",,"8","NIH","Observational",,"050157|05-M-0157","May 16, 2005",,"May 14, 2010","May 19, 2005",,"July 2, 2017","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00111293"
107,"NCT01378455","Effectiveness of Handwriting Training Program on Handwriting Performance in Cerebral Palsy",,"Completed","No Results Available","Cerebral Palsy","Other: interactive computerized handwriting training program|Other: traditional handwriting training program","Body function and structure|Activities and participation|Quality of life|Computer Analysis for Chinese Handwriting(CACH)","Chang Gung Memorial Hospital","All","6 Years to 12 Years   (Child)","Not Applicable","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","98-3193B","March 2010","March 2012","February 2015","June 22, 2011",,"October 5, 2016","Chang Gung Memorial Hospital, Taoyuan, Taiwan",,"https://ClinicalTrials.gov/show/NCT01378455"
