"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
124,"NCT03474315","Interactive Patient's Assistant - LUCY",,"Unknown status","No Results Available","Chronic Heart Failure","Diagnostic Test: Multivariate assessment","Ambulatory visit qualified as meaningful due to change in pharmacotherapy or ICD parameters related to tachycardia detection or treatment.|Ambulatory visit qualified as meaningful due to alarming condition related to ICD.","Medical University of Warsaw","All","18 Years to 90 Years   (Adult, Older Adult)",,"600","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","LUCY","April 2018","February 2019","February 2019","March 22, 2018",,"March 22, 2018","Department of Medical Informatics and Telemedicine, Warsaw, Mazowieckie, Poland",,"https://ClinicalTrials.gov/show/NCT03474315"
125,"NCT02734875","Improving Quality of Care - Managing Atrial Fibrillation Through Care Teams and Health Information Technology","IQ-MATCH","Completed","No Results Available","Atrial Fibrillation","Other: Intervention","Anticoagulation therapy","Brigham and Women's Hospital","All","18 Years and older   (Adult, Older Adult)","Not Applicable","432","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Other","2015P000893/BWH","May 2016","August 2017","August 2017","April 12, 2016",,"January 16, 2019",,,"https://ClinicalTrials.gov/show/NCT02734875"
126,"NCT03857373","Renal Cancer Detection Using Convolutional Neural Networks","RCCCNN","Recruiting","No Results Available","Kidney Cancer",,"Predicting recurrences","Zealand University Hospital","All","Child, Adult, Older Adult",,"5000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","Zealand_UCRU","February 1, 2019","January 1, 2023","January 1, 2023","February 28, 2019",,"March 11, 2019","Zealand University Hospital, Roskilde, Denmark",,"https://ClinicalTrials.gov/show/NCT03857373"
127,"NCT04400513","Development of an Algorithm to Differentiate Heart Murmurs Using Electronic Stethoscopes",,"Recruiting","No Results Available","Murmur, Heart|Aortic Valve Stenosis|Tricuspid Regurgitation|Mitral Regurgitation|Innocent Murmurs|Heart Murmurs","Device: Use of Eko CORE and Eko DUO electronic stethoscopes","Murmur Timing|Systolic Murmur Type Classification|Systolic Murmur Severity Classification","Eko Devices, Inc.","All","18 Years and older   (Adult, Older Adult)",,"1145","Industry","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","2020.3","June 25, 2020","September 2021","September 2021","May 22, 2020",,"June 29, 2020","CoxHealth, Springfield, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT04400513"
128,"NCT04400435","Detection of Heart Conditions With Single Lead ECG Using Artificial Intelligence","DAVID1","Not yet recruiting","No Results Available","Left Ventricular Dysfunction","Device: Use of Eko DUO electronic stethoscope","Single-lead ECG based algorithm development","Eko Devices, Inc.","All","18 Years and older   (Adult, Older Adult)",,"600","Industry","Observational","Observational Model: Cohort|Time Perspective: Cross-Sectional","2020.4","July 2020","March 2021","March 2021","May 22, 2020",,"May 22, 2020",,,"https://ClinicalTrials.gov/show/NCT04400435"
129,"NCT02910921","Individualized Prediction of Migraine Attacks Using a Mobile Phone App and Fitbit","Migraine Alert","Completed","No Results Available","Migraine Disorders|Headache Disorders, Primary|Headache Disorders|Brain Diseases|Central Nervous System Diseases|Nervous System Diseases",,"AUC of individual prediction models using cross validation data on environmental and physiological variables.|AUC of individual prediction models using post prediction data on environmental and physiological variables.","Second Opinion Health|Mayo Clinic|University of Southern California|Allergan","All","18 Years and older   (Adult, Older Adult)",,"19","Industry|Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","16-005803","November 2016","July 2018","July 31, 2018","September 22, 2016",,"August 6, 2018","Mayo Clinic Arizona, Scottsdale, Arizona, United States|University of Southern California, Los Angeles, California, United States",,"https://ClinicalTrials.gov/show/NCT02910921"
130,"NCT03734380","Lower Knee Joint Loading by Real-time Biofeedback Stair Walking Rehabilitation for Patients With MCKOA",,"Not yet recruiting","No Results Available","Knee Osteoarthritis","Behavioral: Laboratory-based gait retraining (LGR)|Behavioral: Sensor-based gait retraining (SGR)|Behavioral: Walking exercise control (Ctrl)","Change in knee adduction moment (KAM)|Change in Chinese Knee Injury and Osteoarthritis Outcome Score (KOOS)|Chnage in validated visual analogue scale (VAS)","The Hong Kong Polytechnic University|City University of Hong Kong|Chinese University of Hong Kong|Bern University of Applied Sciences","All","45 Years to 80 Years   (Adult, Older Adult)","Not Applicable","57","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","HSEARS20181031005","January 1, 2021","December 30, 2022","December 30, 2023","November 8, 2018",,"February 11, 2020","The Hong Kong Polytechnic University, Hong Kong, China",,"https://ClinicalTrials.gov/show/NCT03734380"
131,"NCT03570086","Multiparametric Diagnostic Model of Thick-section Clinical-quality MRI Data in Detecting Migraine Without Aura",,"Unknown status","No Results Available","Migraine Without Aura","Diagnostic Test: diagnostic","accuracy|sensitivity|specificity","Xidian University","All","21 Years to 55 Years   (Adult)",,"400","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","20170908010418","July 1, 2018","December 30, 2018","December 30, 2019","June 26, 2018",,"June 26, 2018","Xijing Hospital, Xi'an, Shaanxi, China",,"https://ClinicalTrials.gov/show/NCT03570086"
132,"NCT02176226","IntelliCare: Artificial Intelligence in a Mobile Intervention for Depression and Anxiety (AIM)",,"Completed","Has Results","Major Depressive Disorder|Anxiety Disorders","Behavioral: IntelliCare","Patient Health Questionnaire - 9 (PHQ-9) - Depression Severity Module|GAD-7 (Generalized Anxiety Disorder Scale-7)|Mean Number of Treatment App Use Sessions by Study Week","Northwestern University","All","19 Years and older   (Adult, Older Adult)","Not Applicable","105","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","R01MH100482-01FTIC","March 2015","June 2016","June 2016","June 27, 2014","October 29, 2018","October 29, 2018","Northwestern University, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT02176226"
133,"NCT04100486","Non-Invasive Bioelectronic Analytics","NIBA","Recruiting","No Results Available","Autonomic Dysfunction|Autonomic Imbalance|Autonomic Nervous System Diseases|Vagus Nerve Autonomic Disorder","Other: Standing-Squatting-Standing Test|Other: Deep Breathing Test|Other: Cold Pressor Test|Other: Cold Face Test|Other: Valsalva Maneuver|Device: Transcutaneous Auricular Vagus Nerve Stimulation (taVNS)","Changes in Heart Rate (Electrocardiography) related to Autonomic Nervous System Perturbations|Changes in Brain Activity (Electroencephalography) related to Autonomic Nervous System Perturbations|Changes in Respiratory Rate related to Autonomic Nervous System Perturbations|Changes in Sweat Gland Activity (Galvanic Skin Response) related to Autonomic Nervous System Perturbations|Changes in Blood Pressure related to Autonomic Nervous System Perturbations|Changes in Skin Temperature related to Autonomic Nervous System Perturbations|Changes in Pupil Size related to Autonomic Nervous System Perturbations|Changes in Heart Rate (Electrocardiography) due to taVNS|Changes in Brain Activity (Electroencephalography) due to taVNS|Changes in Respiratory Rate due to taVNS|Changes in Sweat Gland Activity (Galvanic Skin Response) due to taVNS|Changes in Blood Pressure due to taVNS|Changes in Skin Temperature due to taVNS|Changes in Pupil Size due to taVNS","Northwell Health","All","18 Years to 60 Years   (Adult)",,"48","Other","Observational","Observational Model: Other|Time Perspective: Prospective","19-0461","August 29, 2019","May 2020","September 2020","September 24, 2019",,"March 4, 2020","The Feinstein Institutes for Medical Research, Manhasset, New York, United States",,"https://ClinicalTrials.gov/show/NCT04100486"
134,"NCT03877614","Artificial Intelligence With Deep Learning and Genes on Cardiovascular Disease",,"Recruiting","No Results Available","Cardiovascular Diseases","Other: ASCVD risk score","Major cardiovascular events|Heart function changes|Lipid profiles|Arrhythmia events|Recurrent acute coronary events","National Cheng-Kung University Hospital","All","18 Years and older   (Adult, Older Adult)",,"5000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","A-ER-107-149","August 28, 2018","December 2021","June 2022","March 15, 2019",,"March 15, 2019","Department of Internal Medicine, National Cheng Kung University Hospital, Tainan, Taiwan",,"https://ClinicalTrials.gov/show/NCT03877614"
135,"NCT04430491","To Evaluate the Use of Radiomics to Classify Between Idiopathic Pulmonary Fibrosis and Interstitial Lung Disease",,"Completed","No Results Available","Interstitial Lung Disease|Idiopathic Pulmonary Fibrosis|Usual Interstitial Pneumonia","Diagnostic Test: radiomics","IPF classifier","Maastricht University|Université Libre de Bruxelles","All","18 Years and older   (Adult, Older Adult)",,"300","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","RESPIRE_2019","January 1, 2005","January 1, 2017","July 1, 2017","June 12, 2020",,"June 12, 2020","Maastricht University, Maastricht, Limburg, Netherlands",,"https://ClinicalTrials.gov/show/NCT04430491"
136,"NCT03637712","Deep-Learning for Automatic Polyp Detection During Colonoscopy",,"Completed","No Results Available","Screening Colonoscopy","Device: Computer Algorithm","Adenoma Detection Rate","NYU Langone Health","All","18 Years to 99 Years   (Adult, Older Adult)","Not Applicable","5","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","18-00746","September 1, 2018","July 7, 2019","July 7, 2019","August 20, 2018",,"May 15, 2020","NYU Langone Health, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT03637712"
137,"NCT02801877","IntelliCare Study: Artificial Intelligence in a Mobile (AIM) Intervention for Depression","AIM","Completed","Has Results","Depression|Anxiety","Behavioral: IntelliCare|Behavioral: Hub App with the Recommender System|Behavioral: Coaching","Adherence to the Mobile Application Intervention|Patient Health Questionnaire - 9 (PHQ-9) - Depression Severity|GAD-7 (Generalized Anxiety Disorder Scale-7) - Anxiety Severity","Northwestern University","All","18 Years and older   (Adult, Older Adult)","Not Applicable","301","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","R01MH100482-01-RCTIC|R01MH100482-01","July 2016","January 2018","January 2018","June 16, 2016","May 31, 2019","March 2, 2020","Northwestern University, Chicago, Illinois, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/77/NCT02801877/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02801877"
138,"NCT03960203","Effect of a Sepsis Prediction Algorithm on Clinical Outcomes",,"Completed","No Results Available","Severe Sepsis","Diagnostic Test: InSight","In-hospital mortality|Hospital length of stay|30-day readmissions","Dascena","All","18 Years and older   (Adult, Older Adult)","Not Applicable","75147","Industry","Interventional","Masking: None (Open Label)|Primary Purpose: Diagnostic","05172019","January 2017","June 2018","June 2018","May 22, 2019",,"May 24, 2019",,,"https://ClinicalTrials.gov/show/NCT03960203"
139,"NCT04040179","A Volunteer Study to Collect Imaging Data for the Development of the ntelligentUltrasound Anatomy Guide",,"Completed","No Results Available","Ultrasound Imaging of Anatomical Structures",,"Model development","Medaphor Limited|IntelligentUltrasound Limited","All","18 Years and older   (Adult, Older Adult)",,"30","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","IU2019_AG_03","August 5, 2019","September 30, 2019","September 30, 2019","July 31, 2019",,"October 10, 2019","Medicentre, Cardiff, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04040179"
