"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
264,"NCT04194177","Evaluation of Thoracic Impedance Tomography During Robotic Surgery","EIT_ROBO","Recruiting","No Results Available","Atelectasis","Other: mechanical ventilation during robotic surgery","distribution of tidal volume|driving pressure","Federico II University","Male","18 Years to 85 Years   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Single (Participant)|Primary Purpose: Diagnostic","EIT_OR","January 2017","January 2019","February 2020","December 11, 2019",,"December 11, 2019","University of Naples Federico II department of Anesthesia and Critical Care, Naples, Italy",,"https://ClinicalTrials.gov/show/NCT04194177"
265,"NCT04440787","Prevention of Endotracheal Tube Migration by Cuff Palpation During Robotic Surgical Procedure",,"Recruiting","No Results Available","Robotic Surgical Procedures","Procedure: Three point cuff palpation technique","Measure the distance between tip of endotracheal tube and Carina by fiber-optic bronchoscopy and measuring scale at various phases of robotic surgical procedure.|find the effect of cricod cartilage and supra-sternal distance on endotracheal tube tip to Carina distance.","Rajiv Gandhi Cancer Institute & Research Center, India","All","18 Years to 70 Years   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","RES/SCM/30/2018/81","December 1, 2018","January 19, 2021","March 31, 2021","June 22, 2020",,"June 22, 2020","Rajiv Gandhi Cancer Institute & Research center, Rohini, New Delhi, India",,"https://ClinicalTrials.gov/show/NCT04440787"
266,"NCT01657994","Combined Functional Electrical Stimulation & Robotic Gait Training for Children With Cerebral Palsy",,"Completed","No Results Available","Cerebral Palsy","Other: Combined functional electrical stimulation and robotic gait training","Change in Gross Motor Function Measure-66 using multiple baseline assessments|Change in strength via myometry|Change in Observational Gait Scale|Change in Modified Ashworth Scale|Change in Goniometry at the knee|Change in 6 minute walk|Change in 10 meter walk|Change in Children's Assessment of Participation and Enjoyment|Change in Cerebral Palsy Quality of Life Questionnaire|Change in Canadian Occupational Performance Measure","Children's Hospital Medical Center, Cincinnati|Cerebral Palsy International Research Foundation","All","5 Years to 12 Years   (Child)","Not Applicable","6","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","R-796-10","May 2012","July 2013","September 2013","August 6, 2012",,"September 1, 2016","Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT01657994"
267,"NCT00551993","Laparoscopic Versus Robotic Assisted Laparoscopic Sacrocolpopexy for Vaginal Prolapse",,"Completed","No Results Available","Pelvic Organ Prolapse","Procedure: robotic laparoscopic sacrocolpopexy|Procedure: Laparoscopic Sacral Colpopexy","Primary outcome: operative time from incision to closure.|Secondary outcomes: perioperative complications, hospital costs and post-operative patient outcomes (anatomic outcomes on physical examination and patient satisfaction using validated condition specific quality of life measures).","The Cleveland Clinic","Female","21 Years and older   (Adult, Older Adult)","Not Applicable","78","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","06-652","September 2006","November 2011","November 2011","November 1, 2007",,"February 19, 2014","Cleveland Clinic, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT00551993"
268,"NCT03636633","The Effect of Inspiratory Muscle Training and Respiratory Physiotherapy on Pulmonary Functions, Respiratory Muscle Strength and Functional Capacity in Patients With Robotic Heart Surgery",,"Recruiting","No Results Available","Robotic Surgical Procedures|Heart Diseases","Other: Standard respiratory physiotherapy|Other: Standard respiratory physiotherapy and inspiratory muscle training","Change from baseline Forced Vital Capacity (FVC) at 4 weeks|Change from baseline Forced Expiratory Volume in 1 second (FEV1) at 4 weeks|Change from baseline Peak Expiratory Flow (PEF) at 4 weeks|Change from baseline maximum inspiratory pressure (MIP) at 4 weeks|Change from baseline maximum expiratory pressure (MEP) at 4 weeks|Change from baseline distance covered in six-minute walk test (6MWT) at 4 weeks|Change from baseline carbon monoxide diffusion capacity of the lungs (DLCO) at 4 weeks|Fatigue Severity Scale|Fatigue Impact Scale","Acibadem University","All","18 Years and older   (Adult, Older Adult)","Not Applicable","36","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ATADEK-2018-2/55","March 21, 2018","March 21, 2019","December 21, 2019","August 17, 2018",,"August 20, 2018","Acıbadem MAA University Maslak Hospital, İstanbul, Turkey",,"https://ClinicalTrials.gov/show/NCT03636633"
269,"NCT01346436","Value of Robotic Rectopexy for the Treatment of Complex Pelvic Floor Dysfunction",,"Unknown status","No Results Available","Rectal Prolapse|Pelvic Organ Prolapse","Procedure: Minimally invasive rectopexy","Perioperative outcomes|Functional results","Nicolas C. Buchs|University Hospital, Geneva","Female","18 Years and older   (Adult, Older Adult)","Phase 4","50","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","CER-11-047","April 2011","May 2020","May 2020","May 3, 2011",,"May 5, 2017","University Hospital of Geneva, Department of Surgery, Geneva, Switzerland",,"https://ClinicalTrials.gov/show/NCT01346436"
270,"NCT03965403","Upper Extremity Rehabilitation With the BURT Robotic Arm",,"Completed","Has Results","Stroke|Hemiparesis","Device: Arm motor function retraining with BURT","Changes From Baseline in Fugl-Meyer Upper Extremity Scores|Changes From Baseline in Goal Attainment Scale Scores","Spaulding Rehabilitation Hospital","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","7","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","2016P002590","October 23, 2018","May 16, 2019","May 16, 2019","May 29, 2019","February 10, 2020","February 19, 2020","Spaulding Rehabilitation Hospital, Boston, Massachusetts, United States","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/03/NCT03965403/Prot_000.pdf","https://ClinicalTrials.gov/show/NCT03965403"
271,"NCT04315389","SG Healthcare and Assistive Robotics Programme (SHARP) - Proof of Concept Study","SHARPCARE","Not yet recruiting","No Results Available","Stroke|Joint Replacement Surgery|Acquired Brain Injury|Spinal Cord Injuries|Traumatic Brain Injury With Loss of Consciousness","Device: (1) Mobile Assistant Balance Robot|Device: (2) Transfer Assistive Cobot","Assessment of TAC|Assessment of MRBA|Impact on healthcare staff and patient usability, feasibility, productivity of devices","Tan Tock Seng Hospital|Nanyang Technological University","All","21 Years to 85 Years   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","DSRB 2019/01015","July 2020","August 2021","August 2021","March 19, 2020",,"April 1, 2020","Tan Tock Seng Hospital, Singapore, Singapore",,"https://ClinicalTrials.gov/show/NCT04315389"
272,"NCT02570815","Near-Infrared Fluorescence Guided Robotic Pulmonary Segmentectomy for Early Stage Lung Cancer",,"Recruiting","No Results Available","Non-small Cell Lung Cancer","Drug: indocyanine green","Feasibility of using NIF-guidance in robotic pulmonary segmentectomy for early-stage lung cancer will be evaluated using items 1, 2, and 3 of a 7-item binary rating scale. An score of 3/7 for these items will indicate success.|Safety will be measured by the rate of adverse reactions to ICG dye as defined by the Ottawa Thoracic Morbidity and Mortality classification|Safety will also be measured by the rate of perioperative complications as defined by the Ottawa Thoracic Morbidity and Mortality classification|Anatomical accuracy will be evaluated using items 4, 5, and 6 of the Indocyanine Green Segmentectomy 7-Item Binary Scale. A score of 3/7 on these items will indicate success of anatomical accuracy|Added value of ICG-guidance will be evaluated using Item 7 of the 7-item binary rating scale. A score of 1/7 will indicate added value of ICG-guidance|Overall success of the intervention will be evaluated using Items 1-7 of the binary rating scale, only an aggregate score of 7/7 will be considered a success|Reproducibility and validity of the procedure will be measured by the rate of overall success|Partial success of the intervention will be measured by scores between 1/5 and 4/5 on the 7-item binary scale|Length of time of the procedure will be measured by collecting the procedure start and procedure start time|Length of time of the operation will be measured by collecting the time the patient entered the operating room until the time the patient left the operating room|Rate of conversions to lobectomy will be measured by collecting the proportion of conversions to lobectomy or thoracotomy|Rate of conversion to thoracotomy will be measured by collecting the proportion of conversions to thoracotomy|Duration the patient had chest tubes in situ will be measured by collecting the date of surgery and the date the chest tube was removed|Duration of hospital length of stay will be measured by collecting the data of admission and the date of discharge","St. Joseph's Healthcare Hamilton|Toronto General Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 1","30","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","BFCRS-RP-001-1504-29|101","October 2016","October 2022","December 2022","October 7, 2015",,"March 23, 2020","St. Joseph's Healthcare Hamilton, Hamilton, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT02570815"
273,"NCT03893786","Robotic Rehabilitation of Upper Limb in PD",,"Recruiting","No Results Available","Parkinson Disease","Device: Robotic Rehabilitation","UPDRS rating scale- Section III|Nine hole peg test|Upper Limb Fugl-Mayer","IRCCS Centro Neurolesi ""Bonino-Pulejo""","All","Child, Adult, Older Adult","Not Applicable","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment","29/2018","July 1, 2019","April 1, 2020","April 1, 2020","March 28, 2019",,"August 1, 2019","IRCCS Neurolesi, Messina, Sicily, Italy",,"https://ClinicalTrials.gov/show/NCT03893786"
274,"NCT04182607","Donor Outcomes Following Hand-Assisted And Robotic Living Donor Nephrectomy: A Retrospective Review",,"Recruiting","No Results Available","Transplant|Kidney Diseases","Procedure: kidney transplant","Patient demographics|Kidney Laterality|operating room (OR) time (minutes)|warm ischemia time (minutes)|estimated blood loss (EBL) (milliliters (mL))|complications (using Clavien-Dindo scale)|hospital length of stay (LOS) (days from admit to discharge)|30-day readmissions|BMI (kilogram per square meter (kg/m^2))|hospital-based charges/costs|creatinine levels at discharge (milligrams per deciliter (mg/dL))","Methodist Health System","All","18 Years and older   (Adult, Older Adult)",,"240","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","063.HPB.2019.D","November 6, 2019","November 2020","November 2020","December 2, 2019",,"January 2, 2020","The Liver Institute at Methodist Dallas Medical Center, Dallas, Texas, United States",,"https://ClinicalTrials.gov/show/NCT04182607"
275,"NCT01345903","Robotic-Assisted Surgery in Treating Patients With Spine Tumors",,"Withdrawn","No Results Available","Adult Spinal Cord Neoplasm|Spinal Bone Metastases|Spinal Cord Metastases","Procedure: therapeutic conventional surgery","Complication rates with 95% confidence bounds of +/- 31% or smaller|Estimated blood loss|Operation duration|Complication rate|Demographic and clinical data such as stage, grade and histology","City of Hope Medical Center|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Older Adult)","Not Applicable","0","Other|NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","09202|NCI-2011-00691","December 2012","June 2013",,"May 2, 2011",,"November 9, 2012",,,"https://ClinicalTrials.gov/show/NCT01345903"
