Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost,FY Total Cost  (Sub Projects)
Automatic analysis of 3D skin images for chronic graft-versus-host disease (cGVHD) severity assessment,NIAMS,9648538,1R21AR074589-01,1,R21,AR,74589,1,,,7753539,"DAWANT, BENOIT M.",Not Applicable,VANDERBILT UNIVERSITY,,2019,179706,
ANALYSIS OF PROBLEMS IN OCULAR INFLAMMATORY DISEASES,NEI,3255351,5R01EY000427-20,5,R01,EY,427,20,,,1864726,"DAWSON, CHANDLER R",Not Applicable,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,,1989,182144,
ANALYSIS OF PROBLEMS IN OCULAR INFLAMMATORY DISEASES,NEI,3255350,5R01EY000427-19,5,R01,EY,427,19,,,1864726,"DAWSON, CHANDLER R",Not Applicable,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,,1988,153728,
ANALYSIS OF PROBLEMS IN OCULAR INFLAMMATORY DISEASES,NEI,3255349,5R01EY000427-18,5,R01,EY,427,18,,,1864726,"DAWSON, CHANDLER R",Not Applicable,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,,1987,182001,
ANALYSIS OF PROBLEMS IN OCULAR INFLAMMATORY DISEASES,NEI,3255346,2R01EY000427-17,2,R01,EY,427,17,,,1864726,"DAWSON, CHANDLER R",Not Applicable,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,,1986,170471,
ANALYSIS OF PROBLEMS IN OCULAR INFLAMMATORY DISEASE,NEI,3255348,5R01EY000427-16,5,R01,EY,427,16,,,1864726,"DAWSON, CHANDLER R",Not Applicable,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,,1985,171835,
Novel Approaches to Infant Screening for ASD in Pediatric Primary Care,NIMH,9857468,1R01MH121329-01,1,R01,MH,121329,1,,,1891065,"DAWSON, GERALDINE ",Not Applicable,DUKE UNIVERSITY,,2019,790510,
EDUCATIONAL RESOURCE FOR TUMOR HETEROGENEITY,NCI,6794990,5R25CA063548-09,5,R25,CA,63548,9,,,1883977,"DAY, ROGER S.",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,2004,275246,
EDUCATIONAL RESOURCE FOR TUMOR HETEROGENEITY,NCI,6649296,5R25CA063548-08,5,R25,CA,63548,8,,,1883977,"DAY, ROGER S.",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,2003,267272,
EDUCATIONAL RESOURCE FOR TUMOR HETEROGENEITY,NCI,6534603,5R25CA063548-07,5,R25,CA,63548,7,,,1883977,"DAY, ROGER S.",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,2002,259486,
EDUCATIONAL RESOURCE FOR TUMOR HETEROGENEITY,NCI,6402507,5R25CA063548-06,5,R25,CA,63548,6,,,1883977,"DAY, ROGER S.",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,2001,251931,
EDUCATIONAL RESOURCE FOR TUMOR HETEROGENEITY,NCI,6193555,2R25CA063548-05A1,2,R25,CA,63548,5,A1,,1883977,"DAY, ROGER S.",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,2000,244592,
Leveraging Social Media Data and Machine Learning to Optimize Treatment Paradigms for Youth with Schizophrenia,NIMH,9739933,1R01MH117172-01A1,1,R01,MH,117172,1,A1,,12110191,"DE CHOUDHURY, MUNMUN ",Not Applicable,GEORGIA INSTITUTE OF TECHNOLOGY,,2019,682250,
MEDICAL INFORMATICS NETWORK-A DISTRIBUTED COMPUTING FACI,NCRR,2283220,1S10RR006460-01,1,S10,RR,6460,1,,,3642464,"DE CLARIS, NICHOLAS ",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE,,1991,383000,
Deep machine learning to delineate trajectories of vulnerability and transition to mental illness in youth,NIMH,9981021,5K99MH118359-02,5,K99,MH,118359,2,,,14532581,"DE LACY, NINA ",Not Applicable,UNIVERSITY OF WASHINGTON,,2020,156897,
Deep machine learning to delineate trajectories of vulnerability and transition to mental illness in youth,NIMH,9820438,1K99MH118359-01A1,1,K99,MH,118359,1,A1,,14532581,"DE LACY, NINA ",Not Applicable,UNIVERSITY OF WASHINGTON,,2019,157009,
Wearable-Sensor System for Monitoring Motor Function,NIBIB,7922046,5R01EB007163-05,5,R01,EB,7163,5,,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),,2010,654993,
Wearable-Sensor System for Monitoring Motor Function,NIBIB,7682267,5R01EB007163-04,5,R01,EB,7163,4,,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),,2009,652788,
Wearable-Sensor System for Monitoring Motor Function,NIBIB,7880363,3R01EB007163-03S1,3,R01,EB,7163,3,S1,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),YES,2009,213073,
Wearable-Sensor System for Monitoring Motor Function,NIBIB,7482475,5R01EB007163-03,5,R01,EB,7163,3,,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),,2008,637832,
Wearable-Sensor System for Monitoring Motor Function,NIBIB,7285272,5R01EB007163-02,5,R01,EB,7163,2,,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),,2007,617760,
Wearable-Sensor System for Monitoring Motor Function,NIBIB,7010950,1R01EB007163-01A2,1,R01,EB,7163,1,A2,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY,,2006,619987,
HARNESSING MOTONEURON ACTIVITY: FROM LAB TO CLINIC,NICHD,6740904,5R24HD038585-05,5,R24,HD,38585,5,,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY,,2004,626002,
HARNESSING MOTONEURON ACTIVITY: FROM LAB TO CLINIC,NICHD,6642050,5R24HD038585-04,5,R24,HD,38585,4,,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY,,2003,562596,
HARNESSING MOTONEURON ACTIVITY: FROM LAB TO CLINIC,NICHD,6536089,5R24HD038585-03,5,R24,HD,38585,3,,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY,,2002,622485,
HARNESSING MOTONEURON ACTIVITY: FROM LAB TO CLINIC,NICHD,6388212,5R24HD038585-02,5,R24,HD,38585,2,,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY,,2001,604881,
HARNESSING MOTONEURON ACTIVITY: FROM LAB TO CLINIC,NICHD,6054979,1R24HD038585-01,1,R24,HD,38585,1,,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY,,2000,593340,
Harnessing Motoneuron Activity: From Lab to Clinic,NICHD,8079038,5R01HD050111-05,5,R01,HD,50111,5,,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),,2011,555311,
Harnessing Motoneuron Activity: From Lab to Clinic,NICHD,7860691,5R01HD050111-04,5,R01,HD,50111,4,,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),,2010,563762,
Harnessing Motoneuron Activity: From Lab to Clinic,NICHD,7637376,5R01HD050111-03,5,R01,HD,50111,3,,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),,2009,562835,
Harnessing Motoneuron Activity: From Lab to Clinic,NICHD,7433213,5R01HD050111-02,5,R01,HD,50111,2,,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),,2008,570370,
Harnessing Motoneuron Activity: From Lab to Clinic,NICHD,7236418,1R01HD050111-01A2,1,R01,HD,50111,1,A2,,2447452,"DE LUCA, CARLO J",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),,2007,557233,
Non-Invasive System for Identifying Neural Behavior,NINDS,7675312,5R01NS058250-04,5,R01,NS,58250,4,,,2447452,"DE LUCA, CARLO J",Not Applicable,"ALTEC, INC.",,2009,446520,
Non-Invasive System for Identifying Neural Behavior,NINDS,7489322,5R01NS058250-03,5,R01,NS,58250,3,,,2447452,"DE LUCA, CARLO J",Not Applicable,"ALTEC, INC.",,2008,455129,
Non-Invasive System for Identifying Neural Behavior,NINDS,7280742,5R01NS058250-02,5,R01,NS,58250,2,,,2447452,"DE LUCA, CARLO J",Not Applicable,"ALTEC, INC.",,2007,441010,
Non-Invasive System for Identifying Neural Behavior,NINDS,7132833,1R01NS058250-01,1,R01,NS,58250,1,,,2447452,"DE LUCA, CARLO J",Not Applicable,"ALTEC, INC.",,2006,427941,
A Personal Status Monitor for the Home,NIAMS,6534517,5R44AR047272-03,5,R44,AR,47272,3,,,8625888,"DE LUCA, GIANLUCA ",Not Applicable,"ALTEC, INC.",,2002,404087,
A Personal Status Monitor for the Home,NIAMS,6403447,2R44AR047272-02,2,R44,AR,47272,2,,,8625888,"DE LUCA, GIANLUCA ",Not Applicable,"ALTEC, INC.",,2001,403938,
A PERSONAL STATUS MONITOR FOR THE HOME,NIAMS,6211028,1R43AR047272-01,1,R43,AR,47272,1,,,8625888,"DE LUCA, GIANLUCA ",Not Applicable,"ALTEC, INC.",,2000,92686,
Neural-derived extracellular vesicles microRNAs in bipolar disorder: a peripheral window into the brain,NIMH,9822873,1R21MH117636-01A1,1,R21,MH,117636,1,A1,,12208671,"DE QUEVEDO, JOAO L",Not Applicable,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,,2019,192500,
Physically Realistic Virtual Surgery,NIBIB,9969824,2R01EB005807-09A1,2,R01,EB,5807,9,A1,,7743286,"DE, SUVRANU  ","JACKSON, CULLEN DAVIS",RENSSELAER POLYTECHNIC INSTITUTE,,2020,646125,
Development and Validation of a Virtual Bariatric Endoscopic (ViBE) Simulator,NIBIB,10007968,1R56EB026490-01A1,1,R56,EB,26490,1,A1,,7743286,"DE, SUVRANU ",Not Applicable,RENSSELAER POLYTECHNIC INSTITUTE,,2019,694151,
Dose-distribution radiomics to predict morbidity risk in radiotherapy,NCI,9685174,5R01CA198121-04,5,R01,CA,198121,4,,,1858119,"DEASY, JOSEPH O",Not Applicable,SLOAN-KETTERING INST CAN RESEARCH,,2019,579921,
Socioemotional processing in female offenders - Resubmission 01,NIMH,9654779,5R01MH109329-04,5,R01,MH,109329,4,,,8761704,"DECETY, JEAN  ","KIEHL, KENT A",UNIVERSITY OF CHICAGO,,2019,694087,
Efficient software and algorithms for analyzing markers data on general pedigree,NHGRI,8115481,3R01HG004175-03S1,3,R01,HG,4175,3,S1,,8560522,"DECHTER, RINA ",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE,YES,2010,99989,
Efficient software and algorithms for analyzing markers data on general pedigree,NHGRI,7652508,5R01HG004175-03,5,R01,HG,4175,3,,,8560522,"DECHTER, RINA ",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE,,2009,363929,
Efficient software and algorithms for analyzing markers data on general pedigree,NHGRI,7495734,5R01HG004175-02,5,R01,HG,4175,2,,,8560522,"DECHTER, RINA ",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE,,2008,353327,
Efficient software and algorithms for analyzing markers data on general pedigree,NHGRI,7318595,1R01HG004175-01A1,1,R01,HG,4175,1,A1,,8560522,"DECHTER, RINA ",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE,,2007,372000,
NEURAL NETWORK-BASED SUBTYPING AND INTERVENTION IN ALZHEIMER'S DISEASE,NIA,6267328,5P50AG005142-15,5,P50,AG,5142,15,,10,6492567,"DEFIGUEIREDO, RUI J",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA,,1998,,246124
NEURAL NETWORK-BASED SUBTYPING AND INTERVENTION IN ALZHEIMER'S DISEASE,NIA,6234080,5P50AG005142-14,5,P50,AG,5142,14,,10,6492567,"DEFIGUEIREDO, RUI J",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA,,1997,,240458
NEURAL NETWORK-BASED SUBTYPING AND INTERVENTION IN ALZHEIMER'S DISEASE,NIA,5204488,5P50AG005142-13,5,P50,AG,5142,13,,10,6492567,"DEFIGUEIREDO, RUI J",Not Applicable,,,1996,,
Using existing data to understand and ameliorate risk in opioid agonist therapy,NIDA,9904242,3R01DA044170-03S1,3,R01,DA,44170,3,S1,,11549364,"DEGENHARDT, LOUISA ",Not Applicable,UNIVERSITY OF NEW SOUTH WALES,,2019,48600,
Using existing data to understand and ameliorate risk in opioid agonist therapy,NIDA,9749122,5R01DA044170-03,5,R01,DA,44170,3,,,11549364,"DEGENHARDT, LOUISA ",Not Applicable,UNIVERSITY OF NEW SOUTH WALES,,2019,197617,
INTEGRATED INPUT/OUTPUT,CIT,4692537,1Z01CT000127-02,1,Z01,CT,127,2,,,3284023,"DEL PRIORE, J S",Not Applicable,,,1985,,
2D NMR SPECTRA; IMAG. RECONSTRUCTION AND PATTERN RECOG.,NIGMS,3497996,1R43GM039626-01,1,R43,GM,39626,1,,,2430069,"DELAGLIO, FRANK ",Not Applicable,"NEW METHODS RESEARCH, INC.",,1988,35975,
AUDITORY BRAINSTEM RESPONSE (ABR) ANALYSIS AND INTERPRETATION EXPERT SYSTEM,CIT,3896418,1Z01CT000181-02,1,Z01,CT,181,2,,,3284039,"DELEO, J M",Not Applicable,,,1989,,
COMPUTER ASSISTED PATIENT INTERVIEWING IN CLINICAL PHARMACY,CIT,3838530,1Z01CT000204-03,1,Z01,CT,204,3,,,3284040,"DELEO, J M",Not Applicable,,,1992,,
AUDITORY BRAINSTEM RESPONSE (ABR) ANALYSIS AND INTERPRETATION EXPERT SYSTEM,CIT,3874836,1Z01CT000205-01,1,Z01,CT,205,1,,,3284041,"DELEO, J M",Not Applicable,,,1990,,
BREAST CANCER PATIENT SURVIVAL PREDICTION--A NEURAL NETWORK APPROACH,CIT,3838534,1Z01CT000221-02,1,Z01,CT,221,2,,,3284042,"DELEO, J M",Not Applicable,,,1992,,
BREAST CANCER PATIENT SURVIVAL PREDICTION--A NEURAL NETWORK APPROACH,CIT,3853632,1Z01CT000221-01,1,Z01,CT,221,1,,,3284042,"DELEO, J M",Not Applicable,,,1991,,
Multi-microphone long probe for OAE acquisition,NIDCD,6933674,1R43DC007543-01,1,R43,DC,7543,1,,,1959303,"DELGADO, RAFAEL E",Not Applicable,INTELLIGENT HEARING SYSTEMS,,2005,100000,
NEURAL NETWORK BASED SEIZURE DETECTION SYSTEM,NINDS,3504425,1R43NS028280-01A1,1,R43,NS,28280,1,A1,,1959303,"DELGADO, RAFAEL E",Not Applicable,INTELLIGENT HEARING SYSTEMS,,1991,50000,
Prospective sudden cardiac death risk stratification using CMR and echocardiography machine learning in mitral valve prolapse,NHLBI,10034460,1R01HL153447-01,1,R01,HL,153447,1,,,11113598,"DELLING, FRANCESCA NESTA",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",,2020,810751,
SimTK: An Ecosystem for Data and Model Sharing in the Biomechanics Community,NIGMS,9636581,5R01GM124443-02,5,R01,GM,124443,2,,,1896140,"DELP, SCOTT L",Not Applicable,STANFORD UNIVERSITY,,2019,489919,
Technology Development,NICHD,9967679,1P2CHD101913-01,1,P2C,HD,101913,1,,7790,1896140,"DELP, SCOTT L",Not Applicable,STANFORD UNIVERSITY,,2020,,138916
Biomechanical Analysis in Strabismus Surgery,NEI,9972266,2R01EY008313-30,2,R01,EY,8313,30,,,1878578,"DEMER, JOSEPH LOUIS",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES,,2020,622245,
Natural language processing for precision medicine and clinical and consumer health question,NLM,10016943,1ZIALM010009-03,1,ZIA,LM,10009,3,,,10687426,"DEMNER-FUSHMAN, DINA ",Not Applicable,NATIONAL LIBRARY OF MEDICINE,,2019,533106,
Deep Learning-based Imaging Biomarkers for Knee Osteoarthritis,NIAMS,9818000,1R01AR074453-01A1,1,R01,AR,74453,1,A1,,11828707,"DENIZ, CEM MURAT",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,,2019,489349,
Millisecond resolution statistics of cortical populations,NEI,9995600,4R00EY028612-03,4,R00,EY,28612,3,,,10454439,"DENMAN, DANIEL JAMES",Not Applicable,UNIVERSITY OF COLORADO DENVER,,2019,249000,
Millisecond resolution statistics of cortical populations,NEI,9752555,5K99EY028612-02,5,K99,EY,28612,2,,,10454439,"DENMAN, DANIEL JAMES",Not Applicable,ALLEN INSTITUTE,,2019,132984,
Bio Repository Core,NIMHD,9665270,5U54MD010722-04,5,U54,MD,10722,4,,8203,7647381,"DENNY, JOSHUA C.",Not Applicable,VANDERBILT UNIVERSITY MEDICAL CENTER,,2019,,203529
Machine learning for the automated identification and tracking of rare myocardial diseases,NHLBI,9838368,7R01HL140731-02,7,R01,HL,140731,2,,,9770221,"DEO, RAHUL CHANDRAKANT ","SHAH, SANJIV J",BRIGHAM AND WOMEN'S HOSPITAL,,2019,687155,
Machine learning for the automated identification and tracking of rare myocardial diseases,NHLBI,9614825,1R01HL140731-01A1,1,R01,HL,140731,1,A1,,9770221,"DEO, RAHUL CHANDRAKANT ","SHAH, SANJIV J","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",,2018,826025,
Extending Social Skills Training for Children Through Interactive Technology,NIMH,7326354,1R43MH081385-01,1,R43,MH,81385,1,,,8194555,"DEROSIER, MELISSA E.",Not Applicable,3-C INSTITUTE FOR SOCIAL DEVELOPMENT,,2007,240453,
Next Generation Testing Strategies for Assessment of Genotoxicity,NIEHS,9807074,4R44ES029014-02,4,R44,ES,29014,2,,,2108891,"DERTINGER, STEPHEN D ","BEMIS, JEFFREY C","LITRON LABORATORIES, LTD.",,2019,482291,
Understanding membrane proteins? allosteric modulation with cryo-EM,NIGMS,9798643,1R35GM133598-01,1,R35,GM,133598,1,,,10321547,"DES GEORGES, AMEDEE ",Not Applicable,ADVANCED SCIENCE RESEARCH CENTER,,2019,392500,
Mass Spectrometry Measurements for Complex PTMs,NIGMS,9851881,5R35GM130354-02,5,R35,GM,130354,2,,,7832865,"DESAIRE, HEATHER R",Not Applicable,UNIVERSITY OF KANSAS LAWRENCE,,2020,377124,
Mass Spectrometry Measurements for Complex PTMs,NIGMS,9626635,1R35GM130354-01,1,R35,GM,130354,1,,,7832865,"DESAIRE, HEATHER R",Not Applicable,UNIVERSITY OF KANSAS LAWRENCE,,2019,377124,
Development of an Integrated System for Monitoring Home-Cage Behavior in Non-Human Primates,NIMH,9696008,5R01MH111916-02,5,R01,MH,111916,2,,,8460458,"DESIMONE, ROBERT ",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,2019,521954,
VASCULAR ENDOTHELIUM AND FLUID SHEAR STRESS IN VITRO,NHLBI,3338123,5R01HL025536-11,5,R01,HL,25536,11,,,7355824,"DEWEY, C FORBES",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1990,292096,
VASCULAR ENDOTHELIUM AND FLUID SHEAR STRESS IN VITRO,NHLBI,3338122,5R01HL025536-10,5,R01,HL,25536,10,,,7355824,"DEWEY, C FORBES",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1989,310261,
VASCULAR ENDOTHELIUM AND FLUID SHEAR STRESS IN VITRO,NHLBI,3338116,2R01HL025536-09,2,R01,HL,25536,9,,,7355824,"DEWEY, C FORBES",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1988,317930,
VASCULAR ENDOTHELIUM AND FLUID SHEAR STRESS IN VITRO,NHLBI,3338121,5R01HL025536-08,5,R01,HL,25536,8,,,7355824,"DEWEY, C FORBES",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1987,250140,
VASCULAR ENDOTHELIUM AND FLUID SHEAR STRESS IN VITRO,NHLBI,3338120,5R01HL025536-07,5,R01,HL,25536,7,,,7355824,"DEWEY, C FORBES",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1986,253238,
VASCULAR ENDOTHELIUM AND FLUID SHEAR STRESS IN VITRO,NHLBI,3338119,5R01HL025536-06,5,R01,HL,25536,6,,,7355824,"DEWEY, C FORBES",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1985,306253,
Automated quantitative CT imaging of epicardial adipose tissue and risk of cardiac events,NHLBI,9688580,5R01HL133616-04,5,R01,HL,133616,4,,,8630571,"DEY, DAMINI ",Not Applicable,CEDARS-SINAI MEDICAL CENTER,,2019,653101,
Integrated prediction of cardiovascular events by automated coronary plaque and pericoronary adipose tissue quantification from CT Angiography,NHLBI,9981397,1R01HL148787-01A1,1,R01,HL,148787,1,A1,,8630571,"DEY, DAMINI ",Not Applicable,CEDARS-SINAI MEDICAL CENTER,,2020,714763,
EARLY DETECTION OF CUTANEOUS MALIGNANT MELANOMA,NCI,3459480,5R29CA049976-05,5,R29,CA,49976,5,,,1968049,"DHAWAN, ATAM PRAKASH",Not Applicable,UNIVERSITY OF CINCINNATI,,1992,93798,
EARLY DETECTION OF CUTANEOUS MALIGNANT MELANOMA,NCI,3459479,5R29CA049976-04,5,R29,CA,49976,4,,,1968049,"DHAWAN, ATAM PRAKASH",Not Applicable,UNIVERSITY OF CINCINNATI,,1991,88008,
EARLY DETECTION OF CUTANEOUS MALIGNANT MELANOMA,NCI,3459478,5R29CA049976-03,5,R29,CA,49976,3,,,1968049,"DHAWAN, ATAM PRAKASH",Not Applicable,UNIVERSITY OF CINCINNATI,,1990,82308,
EARLY DETECTION OF CUTANEOUS MALIGNANT MELANOMA,NCI,3459477,5R29CA049976-02,5,R29,CA,49976,2,,,1968049,"DHAWAN, ATAM PRAKASH",Not Applicable,UNIVERSITY OF CINCINNATI,,1989,79256,
EARLY DETECTION OF CUTANEOUS MALIGNANT MELANOMA,NCI,3459476,1R29CA049976-01,1,R29,CA,49976,1,,,1968049,"DHAWAN, ATAM PRAKASH",Not Applicable,UNIVERSITY OF CINCINNATI,,1988,105769,
Effects of Functional Food Diets on Cardiometabolic and Metabolomics Profiles in Minority Youth,NIMHD,9766398,5K99MD012815-02,5,K99,MD,12815,2,,,15193481,"DHILLON, JAAPNA ",Not Applicable,"UNIVERSITY OF CALIFORNIA, MERCED",,2019,105359,
Noninvasive Cardiovascular Imaging Research Training Program,NHLBI,9855604,2T32HL094301-11,2,T32,HL,94301,11,,,3150892,"DI CARLI, MARCELO F",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL,,2020,527932,
Training the next generation of leaders in biomedical engineering design,NIBIB,9709138,1R25EB027626-01,1,R25,EB,27626,1,,,9535300,"DI CARLO, DINO ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES,,2019,21600,
Molecular Mechanisms of Large Oncosome-Induced Prostate Cancer Progression and Metastasis,NCI,9840425,1R01CA234557-01A1,1,R01,CA,234557,1,A1,,8903399,"DI VIZIO, DOLORES ",Not Applicable,CEDARS-SINAI MEDICAL CENTER,,2019,496626,
APT--ASSESSING THE PROCESS OF DIAGNOSTIC AND PROGNOSTIC TESTING,NHLBI,3899652,5P50HL017651-15,5,P50,HL,17651,15,,58,3261548,"DIAMOND, GEORGE A",Not Applicable,CEDARS-SINAI MEDICAL CENTER,,1989,,
CORE--BIOMETRICS,NHLBI,3899653,5P50HL017651-15,5,P50,HL,17651,15,,9001,3261548,"DIAMOND, GEORGE A",Not Applicable,CEDARS-SINAI MEDICAL CENTER,,1989,,
APT--ASSESSING THE PROCESS OF DIAGNOSTIC AND PROGNOSTIC TESTING,NHLBI,3920643,5P50HL017651-14,5,P50,HL,17651,14,,58,3261548,"DIAMOND, GEORGE A",Not Applicable,CEDARS-SINAI MEDICAL CENTER,,1988,,
CORSAGE-A HYBRID EXPERT SYSTEM FOR MYOCARDIAL INFARCTION,AHRQ,3371692,5R01HS006065-02,5,R01,HS,6065,2,,,3764890,"DIAMOND, GEORGE A",Not Applicable,CEDARS-SINAI MEDICAL CENTER,,1990,287534,
CORSAGE-A HYBRID EXPERT SYSTEM FOR MYOCARDIAL INFARCTION,AHRQ,3371691,1R01HS006065-01,1,R01,HS,6065,1,,,3764890,"DIAMOND, GEORGE A",Not Applicable,CEDARS-SINAI MEDICAL CENTER,,1989,293295,
Circuit function and visual signal processing in the retina,NINDS,10018698,1ZIANS003145-06,1,ZIA,NS,3145,6,,,1887151,"DIAMOND, JEFFREY S",Not Applicable,,,2019,1501141,
Dementia Screening Using Automated Speech Analysis: A Pilot Study,NIA,9682430,5R03AG052416-02,5,R03,AG,52416,2,,,12502857,"DIAZ-ASPER, CATHERINE ",Not Applicable,MARYMOUNT UNIVERSITY,,2019,40169,
Integrative Neuronal Systems,NIGMS,9482485,3T32GM007484-40S1,3,T32,GM,7484,40,S1,,1928051,"DICARLO, JAMES J",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,2017,279669,
Integrative Neuronal Systems,NIGMS,9063439,4T32GM007484-40,4,T32,GM,7484,40,,,1928051,"DICARLO, JAMES J",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,2016,375298,
Integrative Neuronal Systems,NIGMS,8898820,5T32GM007484-39,5,T32,GM,7484,39,,,1928051,"DICARLO, JAMES J",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,2015,456136,
Integrative Neuronal Systems,NIGMS,8686862,5T32GM007484-38,5,T32,GM,7484,38,,,1928051,"DICARLO, JAMES J",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,2014,451341,
Computationally Enabled Integrative Neuroscience,NINDS,9704719,1T32NS105587-01A1,1,T32,NS,105587,1,A1,,1928051,"DICARLO, JAMES J",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,2019,249704,
A Multimedia Prostate Cancer Intelligent Expert System,NCI,6621331,5R21CA090904-02,5,R21,CA,90904,2,,,1972512,"DIEFENBACH, MICHAEL A",Not Applicable,FOX CHASE CANCER CENTER,,2003,168000,
A Multimedia Prostate Cancer Intelligent Expert System,NCI,6433907,1R21CA090904-01A1,1,R21,CA,90904,1,A1,,1972512,"DIEFENBACH, MICHAEL A",Not Applicable,FOX CHASE CANCER CENTER,,2002,166300,
Society of Behavioral Medicine 2020 Annual Meeting & Scientific Sessions,NHLBI,9992468,1R13HL152518-01,1,R13,HL,152518,1,,,1972512,"DIEFENBACH, MICHAEL A",Not Applicable,SOCIETY OF BEHAVIORAL MEDICINE,,2020,30000,
BETTER CANCER SCREENING BY COMPUTERIZING MEDICAL RECORDS,NCI,3492608,1R43CA053022-01A1,1,R43,CA,53022,1,A1,,3618931,"DIGIACOMO, ENZO V",Not Applicable,"MEDICAL HORIZONS, INC.",,1991,50000,
EXPERT RADIOLOGY ASSISTANT--PHASE II,NCI,3506663,5R44CA045915-03,5,R44,CA,45915,3,,,3325973,"DINES, KRIS A",Not Applicable,XDATA CORPORATION,,1992,235974,
