OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,AGENCY CONTACT EMAIL,ESTIMATED POST DATE,ESTIMATED APPLICATION DUE DATE,POSTED DATE,CLOSE DATE,LAST UPDATED DATE/TIME,VERSION
HDTRA1-08-10-BRCWMD-BAA,DTRA FY2009  2011 Basic Research for Combating Weapons of Mass Destruction (WMD) Broad Agency Announcement (BAA),DOD-DTRA,Defense Threat Reduction Agency,100000000,65,"Gena Leake
Contract Specialist
Phone 000-000-0000",,HDTRA1-08-10-BRCWMD-A@dtra.mil,,,02/12/2009,09/30/2010,10/28/2013 11:50:28,Synopsis 11
AFOSR-BAA-2010-1,Research Interests of the Air Force Office of Scientific Research,DOD-AFOSR,Air Force Office of Scientific Research,,,afosr.baa@afosr.af.mil,,afosr.baa@afosr.af.mil,,,02/05/2010,04/19/2011,04/18/2011 10:21:18,Synopsis 2
ONRBAA13-022,"BROAD AGENCY ANNOUNCEMENT (BAA), Fiscal Year (FY) 2014 Department of Defense Multidisciplinary Research Program of the University Research Initiative-Army Submission",DOD-AMC,Dept of the Army -- Materiel Command,250000000,24,"Ernest  Dixon
Procurement Analyst
Phone 919-549-4270",,ernest.dixon2.civ@mail.mil,,,09/11/2013,12/16/2013,09/11/2013 7:28:11,Synopsis 1
ONRBAA13-022,Fiscal Year (FY) 2014 Department of Defense Multidisciplinary Research Program of the University Research Initiative (MURI),DOD-ONR,Office of Naval Research,250000000,24,"Lynn Christian
Contract Specialist
(703) 696-1575",,lynn.christian@navy.mil,,,08/19/2013,12/16/2013,08/19/2013 6:52:19,Synopsis 1
ONRBAA13-022,Fiscal Year (FY) 2014 Department of Defense Multidisciplinary Research Program of the University Research Initiative (MURI) - Air Force Submissions,DOD-AFOSR,Air Force Office of Scientific Research,250000000,24,"SUSAN FULLER
PROCUREMENT ANALYST
Phone 703-696-8523",,susan.fuller@us.af.mil,,,10/31/2013,12/16/2013,10/31/2013 12:46:31,Synopsis 1
DE-FOA-0001761,Early Career Research Program,PAMS-SC,Office of Science,30000000,,"Kimberlie Laing
Grant Analyst
Phone 301-903-3026",,kim.laing@science.doe.gov,,,12/18/2017,04/04/2018,12/18/2017 9:18:18,Synopsis 1
NOAA-OAR-OAR-TPO-2020-2006320,NOAA SBIR,DOC,Department of Commerce,3750000,25,"Janet Johnson Russell	301-628-1318
1325 EAST WEST HWY, Silver Spring, MD 20910-3283",,janet.j.russell@noaa.gov,,,12/19/2019,02/03/2020,01/29/2020 10:27:29,Synopsis 1
NPS-NOIR9375110005,"National Park Service- Hydrological Analysis and Pilot Restoration Project for Weippe Prairie, Nez Perce National Historical Park",DOI-NPS,National Park Service,41195,1,"Jenny Sommer
Agreements Specialist
Phone 303-969-2392",,jenny_sommer@nps.gov,,,06/24/2011,06/28/2011,06/24/2011 17:23:24,Synopsis 1
DARPA-BAA-09-31,Defense Sciences Research & Technology,DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,BAA Administrator,,DARPA-BAA-09-31@darpa.mil,,,03/06/2009,05/06/2010,04/07/2010 9:05:07,Synopsis 3
HR001118S0028,Disruptive Capabilities for Future Warfare,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,"BAA Coordinator
HR001118S0028@darpa.mil
",,HR001118S0028@darpa.mil,,,06/12/2018,06/11/2019,06/12/2018 11:30:12,Synopsis 1
HR001119S0054,Disruptive Capabilities for Future Warfare,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,"BAA Coordinator
HR001119S0054@darpa.mil",,HR001119S0054@darpa.mil,,,06/12/2019,06/11/2020,06/12/2019 7:54:12,Synopsis 1
N00173-18-S-BA01,NRL Long Range Broad Agency Announcement (BAA) for Basic and Applied Research,DOD-ONR-NRL,Naval Research Laboratory,,,"Mary Johnson
Contract Specialist
Phone 202-767-2021",,nrlproposals@nrl.navy.mil,,,05/10/2018,05/09/2019,09/04/2018 15:31:04,Synopsis 4
HR001119S0032,Strategic Technologies,DOD-DARPA-STO,DARPA - Strategic Technology Office,,,"BAA Coordinator
HR001119S0032@darpa.mil",,HR001119S0032@darpa.mil,,,03/01/2019,02/28/2020,04/02/2019 11:44:02,Synopsis 2
W912HZ11BAA02,2011 Broad Agency Announcement,DOD-COE-ERDC,Engineer Research and Development Center,,10,"Allison Hudson 
Contract Specialist
Phone 601-634-5233",,Allison.B.Hudson@usace.army.mil,,,05/06/2011,01/01/2012,05/05/2011 23:17:05,Synopsis 1
W912HZ12BAA01,W912HZ12BAA01,DOD-COE-ERDC,Engineer Research and Development Center,,10,"Lisa Luckett
Email: Lisa.K.Luckett@usace.army.mil
Phone 601-634-2633",,lisa.k.luckett@usace.army.mil,,,01/24/2012,01/31/2013,02/10/2012 14:38:10,Synopsis 2
W912HZ-16-BAA-01,2016 Broad Agency Announcement,DOD-COE-ERDC,Engineer Research and Development Center,,,"Mike Lee
Procurement Analyst
Phone 601-634-3903",,michael.g.lee@usace.army.mil,,,01/29/2016,01/31/2017,01/29/2016 9:19:29,Synopsis 1
HR001120S0034,Strategic Technologies,DOD-DARPA-STO,DARPA - Strategic Technology Office,,,"BAA Coordinator
HR001120S0034@darpa.mil",,HR001120S0034@darpa.mil,,,02/28/2020,03/01/2021,02/28/2020 9:08:28,Synopsis 1
ED-GRANTS-062520-001,"Office of Special Education and Rehabilitative Services (OSERS): Office of Special Education Programs (OSEP): Educational Technology, Media, and Materials for Individuals with Disabilities Program: Stepping-up Technology Implementation CFDA Number 84.327S",ED,Department of Education,2500000,5,"Julius C Cotton
ED Grants.gov FIND Systems Admin.
Phone 202-245-6288
julius.cotton@ed.gov
Program Manager:
Terry Jackson, 
U.S. Department of Education, 
400 Maryland Avenue, SW, room 5128, 
Potomac Center Plaza, 
Washington, DC 20202-5076.  
Telephone:  (202) 245-6039.  Email:  Terry.Jackson@ed.gov.",,Terry.Jackson@ed.gov,,,06/25/2020,08/14/2020,06/25/2020 8:22:25,Synopsis 1
W912HZ-14-BAA-01,2014 Broad Agency Announcement,DOD-COE-ERDC,Engineer Research and Development Center,,,"Derek Howard
Contract Specialist
Phone 601-634-3310",,derek.a.howard@usace.army.mil,,,02/03/2014,01/31/2015,02/03/2014 10:41:03,Synopsis 2
W912HZ-13-BAA-01,2013 Broad Agency Announcement,DOD-COE-ERDC,Engineer Research and Development Center,,,"Allison Hudson
Contract Specialist
Phone 601-634-5233",,allison.b.hudson@usace.army.mil,,,01/04/2013,01/31/2014,01/04/2013 14:25:04,Synopsis 1
2020-NIST-MSE-01,Measurement Science and Engineering (MSE) Research Grant Programs,DOC-NIST,National Institute of Standards and Technology,,,"Leon Sampson
NOFO Coordinator
Phone 301-975-3086",,grants@nist.gov,,,02/12/2020,,02/18/2020 15:23:18,Synopsis 1
W81XWH-19-PRMRP-DA,CDMRP PRMRP Discovery Award,DOD-AMRAA,Dept. of the Army -- USAMRAA,18000000,60,"CDMRP Help Desk
Phone: 301-682-5507
Email: help@eBRAP.org",,help@eBRAP.org,,,01/15/2019,04/11/2019,01/31/2019 8:27:31,Synopsis 2
HR001119S0071,DSO Office-wide Broad Agency Announcement,DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,"BAA Coordinator
HR001119S0071@darpa.mil",,HR001119S0071@darpa.mil,,,06/13/2019,06/12/2020,06/13/2019 14:04:13,Synopsis 1
W912HZ-20-BAA-01,2020 Broad Agency Announcement,DOD-COE-ERDC,Engineer Research and Development Center,,,"Reginald Bryant
Phone 601-634-7166

Deberay Carmichael
Phone:601-634-5337",,ERDC-BAA@usace.army.mil,,,03/16/2020,02/05/2021,03/30/2020 8:55:30,Synopsis 7
W912HZ-15-BAA-01,2015 Broad Agency Announcement,DOD-COE-ERDC,Engineer Research and Development Center,,,"Mike G. Lee
Operations Team Lead
Phone 601-634-2903",,michael.g.lee@usace.army.mil,,,02/04/2015,01/31/2016,09/09/2015 13:22:09,Synopsis 4
BAA-AFOSR-2011-01,Research Interests of the Air Force Office of Scientific Research,DOD-AFOSR,Air Force Office of Scientific Research,,,Procurement Analyst,,afosr.baa@afosr.af.mil,,,04/18/2011,03/28/2012,03/27/2012 11:04:27,Synopsis 3
ONRBAA10-026,Fiscal Year (FY) 2011 Department of Defense Multidisciplinary Research Program of the University Research Initiative - For Proposal Submission to the Army,DOD-AMC,Dept of the Army -- Materiel Command,,,"Lida Barton
Contracting
Phone 919-549-4266",,lida.barton@us.army.mil,,,08/10/2010,12/07/2010,08/10/2010 15:38:10,Synopsis 1
ONRBAA10-026,Multidisciplinary University Research Initiative (MURI),DOD-ONR,Office of Naval Research,,,"Jennifer Brown
Contract Specialist
Phone 703-588-2432",,jennifer.brown4@navy.mil,,,08/05/2010,12/07/2010,08/05/2010 15:54:05,Synopsis 2
ONR-BAA-10-026,FY2011 MURI - For Submission to Air Force Office of Scientific Research,DOD-AFOSR,Air Force Office of Scientific Research,,50,See Below Email,,afosr.baa@afosr.af.mil,,,08/10/2010,12/07/2010,08/10/2010 14:29:10,Synopsis 1
DARPA-BAA-15-18,Communicating with Computers (CwC),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"Dr. Paul Cohen
DARPA/I2O Program Manager",,CwC@darpa.mil,,,02/19/2015,04/09/2015,02/19/2015 13:06:19,Synopsis 1
HR001119S0003,Accelerated Molecular Discovery (AMD),DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,"BAA Coordinator
HR001119S0003@darpa.mil
",,HR001119S0003@darpa.mil,,,10/19/2018,01/14/2019,10/19/2018 11:40:19,Synopsis 1
NOAA-OAR-OWAQ-2019-2005820,FY2019 Office of Weather and Air Quality Research Programs,DOC,Department of Commerce,16200000,42,"For general questions about this announcement, please contact Richard Fulton at NOAA-OAR-OWAQ at richard.fulton@noaa.gov.  For specific questions about a specific competition, please contact the designated Federal Program Office identified below for each competition:
1.  High Impact Weather Testbeds:  Richard Fulton, richard.fulton@noaa.gov
2.  Joint Technology Transfer Initiative: Chandra Kondragunta, chandra.kondragunta@noaa.gov
3.  Air Quality Research and Forecasting:  Richard Fulton, richard.fulton@noaa.gov
4.  VORTEX-SE:  Richard Fulton, richard.fulton@noaa.gov
5.  Infrasound Detection of Tornadoes and High Impact Weather:  Mark Vincent, mark.vincent@noaa.gov
6.  Next Generation of Mesoscale Weather Observing Platforms:  Mark Vincent, mark.vincent@noaa.gov
7.  Snowpack and Soil Moisture Observations and Data Assimilation to Improve the National Water Model (NWM):  Mark Vincent, mark.vincent@noaa.gov
8.  Subseasonal to Seasonal:  Jessie Carman, jessie.carman@noaa.gov

",,richard.fulton@noaa.gov.,,,09/26/2018,03/20/2019,09/26/2018 14:19:26,Synopsis 1
7200AA19RFA00004,One Health Workforce (OHW) Next Generation,USAID,Agency for International Development,85000000,1,ohwnextgen@usaid.gov,,ohwnextgen@usaid.gov,,,10/22/2018,,12/12/2018 8:32:12,Synopsis 8
NPS-14-NERO-0152,Restoration of Jamaica Bay fringing habitats: post-Sandy status and new approaches for a resilient future ? Hurricane Sandy Project,DOI-NPS,National Park Service,482920,1,"Patrick Reidy
Grants Management Specialist
Phone 215-597-5949",,Patrick_Reidy@nps.gov,,,09/16/2014,09/21/2014,09/16/2014 10:53:16,Synopsis 1
DARPA-BAA-13-31,Probabilistic Programming for Advancing Machine Learning (PPAML),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"Dr. Kathleen Fisher, Program Manager, DARPA/I2O",,PPAML@darpa.mil,,,04/01/2013,05/16/2013,04/16/2013 15:05:16,Synopsis 2
N00014-16-R-FO05,Multidisciplinary Research Program of the University Research Initiative,DOD-ONR,Office of Naval Research,,,"Michelle Parrott
Grants Management Specialist
Phone 703-696-2044",,michelle.parrott@navy.mil,,,04/12/2016,11/15/2016,04/14/2016 11:32:14,Synopsis 2
N00014-16-R-FO05,Multidisciplinary Research Program of the University Research Initiative (FY17 ARMY SUBMISSION),DOD-AMC,Dept of the Army -- Materiel Command,,,"ANDREW L. FISKE
PROCUREMENT ANALYST
Phone: 919-549-4338",,andrew.l.fiske.civ@mail.mil,,,04/14/2016,11/15/2016,04/14/2016 13:32:14,Synopsis 1
N00014-16-R-FO05,Multidisciplinary Research Program of the University Research Initiative (FY17 AF SUBMISSION),DOD-AFOSR,Air Force Office of Scientific Research,60000000,8,"Chakila Tillie, Program Coordinator, 703-588-1773
chakila.tillie@us.af.mil


King Nwoha
Procurement Analyst
king.nwoha@us.af.mil",,chakila.tillie@us.af.mil,,,04/15/2016,11/15/2016,04/15/2016 9:57:15,Synopsis 1
NPS-17-NERO-0173,Assessing the benthic community in a partially restored lagoon to improve management decision-making,DOI-NPS,National Park Service,96195,1,"Patrick Reidy
Grants Management Specialist
Phone 215-597-5949",,Patrick_Reidy@nps.gov,,,08/25/2017,09/04/2017,08/25/2017 11:21:25,Synopsis 1
NPS-17-NERO-0203,Assessing the benthic community in a partially restored lagoon,DOI-NPS,National Park Service,39104,1,"Keith Zotti
Partnership Program Specialist
Phone 2155979153",,keith_zotti@nps.gov,,,09/05/2017,09/15/2017,09/05/2017 11:57:05,Synopsis 1
USGS-19-FA-0205,Use of CO2 and chemical agents to control invasive red swamp crayfish (Procambarus clarkii) in ponds and burrows,DOI-USGS1,Geological Survey,49750,1,"Desiree T Santa
Grant Specialist
Phone 703-648-7382",,dsanta@usgs.gov,,,06/14/2019,06/20/2019,07/17/2019 8:13:17,Synopsis 1
HR001117S0040,Defense Sciences Office (DSO) Office-wide,DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,"Agency contacts
o BAA Email: HR001117S0040@darpa.mil

o BAA Mailing Address:
DARPA/DSO
ATTN: HR001117S0040
675 North Randolph Street
Arlington, VA 22203-2114",,HR001117S0040@darpa.mil,,,06/13/2017,06/11/2018,06/13/2017 4:27:13,Synopsis 1
DE-FOA-0002019,Early Career Research Program,PAMS-SC,Office of Science,49000000,,SC.Early@science.doe.gov,,SC.Early@science.doe.gov,,,01/07/2019,04/29/2019,01/07/2019 11:38:07,Synopsis 1
USAFA-BAA-2015,Research Interests of the United States Air Force Academy,DOD-USAFA,Air Force Academy,,,"Chelsea Huff
Grants Officer
Phone 719-333-4899",,10MSG.LGCC@us.af.mil,,,12/17/2014,,02/14/2020 15:15:14,Synopsis 7
DE-FOA-0001820,FY 2018 Continuation of Solicitation for the Office of Science Financial Assistance Program,PAMS-SC,Office of Science,250000000,300,"Kimberlie Laing
Grant Analyst
Phone 301-903-3026",,kim.laing@science.doe.gov,,,05/25/2018,01/01/2019,12/31/2018 10:50:31,Synopsis 4
DARPA-RA-10-23,Young Faculty Award,DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,RA Coordinator,,DARPA-RA-10-23@darpa.mil,,,12/22/2009,02/05/2010,12/22/2009 15:33:22,Synopsis 1
DARPA-BAA-09-27,Reorganization and Plasticity to Accelerate Injury Recovery (REPAIR),DOD-DARPA-DSO,DARPA - Defense Sciences Office,,10,Geoffrey Ling,,DARPA-BAA-09-27@DARPA.MIL,,,04/23/2009,04/22/2010,04/23/2009 16:50:23,Synopsis 1
DARPA-RA-09-49,Computer Science Study Group,DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,RA ADMINISTRATOR,,DARPA-RA-09-49@DARPA.MIL,,,06/26/2009,06/25/2010,06/26/2009 9:53:26,Synopsis 1
W911NF-11-R-0010,ARL Postdoctoral Fellowship Program (PFP),DOD-AMC,Dept of the Army -- Materiel Command,,1,"Julia Wertley-Rotenberry
GRANTS OFFICER
Phone 919-549-4268",,julia.wertleyrotenberry@us.army.mil,,,09/30/2011,11/01/2011,09/30/2011 16:10:30,Synopsis 1
SFOP0005474,FY 2019 Study of the U.S. Institutes for Scholars,DOS-ECA,Bureau Of Educational and Cultural Affairs,,0,Hans Posey,,poseyhe@state.gov,,,11/14/2018,01/11/2019,11/14/2018 10:56:14,Synopsis 2
USDA-NIFA-CGP-006735,Higher Education Challenge Grants Program,USDA-NIFA,National Institute of Food and Agriculture,4500000,15,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays",,electronic@nifa.usda.gov,,,03/26/2019,05/29/2019,04/09/2019 14:06:09,Synopsis 2
USDA-NIFA-AFRI-006769,Agriculture and Food Research Initiative - Education and Workforce Development,USDA-NIFA,National Institute of Food and Agriculture,29166000,,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays",,electronic@nifa.usda.gov,,,04/16/2019,08/22/2019,05/23/2019 9:13:23,Synopsis 3
BAA-ROAA-ENDTB-2019,Accelerator to End TB in India Broad Agency Announcement (BAA),USAID-INA,India USAID-New Delhi,,4,"Armando Espinosa
Agreement Officer
Phone 911124198000",,indiarco@usaid.gov,,,04/11/2019,05/12/2019,05/24/2019 4:02:24,Synopsis 10
N00253190001,Undersea Warfare Long Range Development Broad Agency Announcement,DOD-ONR-SEA-N00253,NUWC Division Keyport,120000,,"Katie Harrigan
Grants-Contracting Officer
Phone 360-315-3429",,Kathleen.Harrigan@navy.mil,,,05/10/2019,06/19/2019,06/05/2019 14:39:05,Synopsis 7
72049219-EORFI-00001,NRSM Request for Information,USAID-PHI,Philippines USAID-Manila,,,"Franco Joshua S Calixto
Acquisition Specialist
Phone 552-5691",,manila-roaa-rfa@usaid.gov,,,10/25/2019,11/25/2019,11/17/2019 23:35:17,Synopsis 2
W911NF-19-S-0013,Department of Defense Research and Education Program for Historically Black Colleges and Universities and Minority-Serving Institutions (HBCU/MSI),DOD-AMC,Dept of the Army -- Materiel Command,,,"Mr. Leroy Hardy
Contracting Officer
Phone 919-541-4722",,Leroy.r.hardy.civ@mail.mil,,,05/30/2019,04/30/2024,07/16/2019 15:38:16,Synopsis 1
2020-NIST-MEP-AMTS-01,Advanced Manufacturing Technology Services,DOC-NIST,National Institute of Standards and Technology,3000000,3,"Leon Sampson
NOFO Coordinator
Phone 301-975-3086",,leon.sampson@nist.gov,,,12/23/2019,02/06/2020,12/30/2019 10:37:30,Synopsis 2
USDA-NIFA-AFRI-007252,Agriculture and Food Research Initiative - Education and Workforce Development,USDA-NIFA,National Institute of Food and Agriculture,49000000,,"NIFA Help Desk 
 Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays",,electronic@nifa.usda.gov,,,02/26/2020,09/25/2020,02/28/2020 13:02:28,Synopsis 2
USDA-NIFA-CGP-006950,Higher Education Challenge (HEC) Grants Program,USDA-NIFA,National Institute of Food and Agriculture,45000000,,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays",,electronic@nifa.usda.gov,,,09/24/2019,04/02/2020,03/18/2020 20:13:18,Synopsis 2
NIJ-2020-17331,"Research and Evaluation on Violence Against Women, Fiscal Year 2020",USDOJ-OJP-NIJ,National Institute of Justice,2500000,5,"For assistance with any other requirements of this solicitation, contact the National Criminal Justice Reference Service (NCJRS) Response Center: toll-free at 1-800-851-3420; via TTY at 301-240-6310 (hearing impaired only); email grants@ncjrs.gov; fax to 301-240-5830; or web chat at https://webcontact.ncjrs.gov/ncjchat/chat.jsp. The NCJRS Response Center hours of operation are 10:00 a.m. to 6:00 p.m. eastern time, Monday through Friday, and 10:00 a.m. to 8:00 p.m. eastern time on the solicitation close date. General information on applying for NIJ awards can be found at https://nij.ojp.gov/funding. Answers to frequently asked questions that may assist applicants are posted at https://nij.ojp.gov/funding/frequently-asked-questions-about-applying-grants-and-cooperative-agreements.
grants@ncjrs.gov",,grants@ncjrs.gov,,,01/24/2020,04/13/2020,03/27/2020 16:10:27,Synopsis 4
W81XWH-20-PRMRP-TTDA-COV,CDMRP PRMRP Technology/Therapeutic Development Award for Emerging Viral Diseases and Respiratory Health,DOD-AMRAA,Dept. of the Army -- USAMRAA,25000000,4,"CDMRP Help Desk
Phone: 301-682-5507
Email: help@eBRAP.org",,help@eBRAP.org,,,04/08/2020,06/12/2020,04/08/2020 21:16:08,Synopsis 1
MBDA-OBD-2020-2006442,Inner City Innovation Hubs,DOC,Department of Commerce,2800000,2,"Nakita Chambers
MBDA Program Manager
U.S. Department of Commerce
1401 Constitution Ave., N.W., Room 5079
Washington, DC 20230
Email: nchambers@mbda.gov
Tel: 202-482-0065",,nchambers@mbda.gov,,,04/14/2020,05/15/2020,04/14/2020 16:31:14,Synopsis 1
PAS-PRISTINA-FY20-06,TechCamp Kosovo: Countering Disinformation in the Balkans,DOS-XKX,U.S. Mission to Kosovo,140000,1,"Besim Kokollari
Grantor
Phone 003833859593735",,kokollaribj@state.gov,,,05/05/2020,06/03/2020,05/13/2020 8:44:13,Synopsis 1
FOA-RVK-2019-0001,AFRL RV-RD Assistance Instruments Announcement,DOD-AFRL-AFRLDET8,AFRL Kirtland AFB,,100,"Deborah Moyer
Grant Officer
Phone:(505) 853-3306",,deborah.moyer@us.af.mil,,,12/20/2018,12/19/2023,08/08/2019 9:30:08,Synopsis 3
