pmid	title	journal
32390659	Taking control amidst the chaos: Emotion regulation during the COVID-19 pandemic.	J Vocat Behav
32390658	The impact of the COVID-19 pandemic on marginalized populations in the United States: A research agenda.	J Vocat Behav
32390657	Examining boundaries to understand the impact of COVID-19 on vocational behaviors.	J Vocat Behav
32390656	Unemployment in the time of COVID-19: A research agenda.	J Vocat Behav
32390655	The Covid-19 crisis as a career shock: Implications for careers and vocational behavior.	J Vocat Behav
32390654	COVID-19 and careers: On the futility of generational explanations.	J Vocat Behav
32390643	COVID-19 and Parkinson's Disease: Are We Dealing with Short-term Impacts or Something Worse?	J Parkinsons Dis
32390611	How we should respond to the Coronavirus SARS-CoV-2 outbreak: A German perspective.	Clin Hemorheol Microcirc
32390523	Urologic surgery and invasive procedures during coronavirus pandemic: Retrospective comparison of risk infection in a referral Covid hospital and in a free-Covid hospital.	Urologia
32390495	Balancing the Covid-19-motivated vascular access guidelines and patient-centred care of pre-dialysis candidates.	J Vasc Access
32390480	Informal carers in severe mental health conditions: Issues raised by the United Kingdom SARS-CoV-2 (COVID-19) Pandemic.	Int J Soc Psychiatry
32390473	Social Distancing and Incarceration: Policy and Management Strategies to Reduce COVID-19 Transmission and Promote Health Equity Through Decarceration.	Health Educ Behav
32390452	Life after COVID-19: R WE going to help?	J Comp Eff Res
32390405	COVID-19 Viral Load of an Infected Family in China.	Clin Lab
32390402	SARS-CoV-2 and Eosinophilia.	Clin Lab
32390368	The Psychological Impact of COVID-19 on Chinese Individuals.	Yonsei Med J
32390367	Clinical Features and Outcomes of 98 Patients Hospitalized with SARS-CoV-2 Infection in Daegu, South Korea: A Brief Descriptive Study.	Yonsei Med J
32390307	Practical tips for using masks in the COVID-19 pandemic.	Dermatol Ther
32390287	International Nurses Day 2020: Remembering nurses who have died in the COVID-19 pandemic.	J Clin Nurs
32390285	SARS-CoV-2 Testing and Outcomes in the First 30 Days after the First Case of COVID-19 at an Australian Children's Hospital.	Emerg Med Australas
32390279	Cutaneous signs in COVID-19 patients: A review.	Dermatol Ther
32390264	A blueprint for recovery for the postcoronavirus (COVID-19) world.	Oral Dis
32390258	Recommendations for treatment of nail lichen planus during the COVID-19 pandemic.	Dermatol Ther
32390247	Outnumbered yet needed: The Lung Cancer Nurse Specialist.	Respirology
32390198	COVID-19 in rural non-resort town: Observation from Thailand.	Aust J Rural Health
32390197	Expecting the unexpected? Improving rural health in the era of bushfires, novel coronavirus and climate change.	Aust J Rural Health
32390190	Mask-induced contact dermatitis in handling COVID-19 outbreak.	Contact Dermatitis
32390177	Resuming work gradually in the context of COVID-19: Experience from a tertiary dermatology department in China.	Dermatol Ther
32390176	Impact of COVID-19 outbreak on dermatology services: Dermatology in isolation.	Dermatol Ther
32390140	Glucose-6-phosphate dehydrogenase deficiency-associated hemolysis and methemoglobinemia in a COVID-19 patient treated with chloroquine.	Am J Hematol
32390132	[Cerebral venous thrombosis and SARS-CoV-2 infection].	Rev Neurol
32390122	Low-dose CT in COVID-19 outbreak: radiation safety, image wisely, and image gently pledge.	Emerg Radiol
32390110	ASNC's efforts during the COVID-19 pandemic.	J Nucl Cardiol
32390097	Gastrointestinal cancer surgery and enhanced recovery after surgery (ERAS) during COVID-19 outbreak.	Langenbecks Arch Surg
32390091	Clinical characteristics of 194 cases of COVID-19 in Huanggang and Taian, China.	Infection
32390080	Role of doctors in epidemics: historical perspectives and implications for COVID-19.	Intern Emerg Med
32390064	COVID-19 in older adults.	Aging Clin Exp Res
32389999	Analysis of Psychological and Sleep Status and Exercise Rehabilitation of Front-Line Clinical Staff in the Fight Against COVID-19 in China.	Med Sci Monit Basic Res
32389941	Introduction on collective quarantine of close contacts of patients with COVID-19 for medical observation in China: from the perspective of frontline staff.	Biosci Trends
32389940	An international comparison analysis of reserve and supply system for emergency medical supplies between China, the United States, Australia, and Canada.	Biosci Trends
32389893	Coronavirus disease 2019 (COVID-19) in neurology and neurosurgery: A scoping review of the early literature.	Clin Neurol Neurosurg
32389891	Making Waves: Coronavirus detection, presence and persistence in the water environment: State of the art and knowledge needs for public health.	Water Res
32389882	Coronavirus disease-2019: A tocsin to our aging, unfit, corpulent, and immunodeficient society.	J Sport Health Sci
32389878	Early Report on the Impact of COVID-19 Outbreak in Neurosurgical Practice Among Members of the Latin American Federation of Neurosurgical Societies.	World Neurosurg
32389877	"New Design for Aerosol Protection During Endotracheal Intubation in the Coronavirus Disease 2019 (COVID-19) Pandemic Era: The ""Anti-Aerosol Igloo"" (AAI)."	World Neurosurg
32389859	Brief recommendations on the management of adult patients with familial hypercholesterolemia during the COVID-19 pandemic.	Pharmacol Res
32389852	Covid-19 health crisis management in Europe: Decisive assessment is needed now.	Int J Infect Dis
32389851	COVID-19 and religious congregations: Implications for spread of novel pathogens.	Int J Infect Dis
32389850	Characteristics of respiratory virus infection during the outbreak of 2019 novel coronavirus in Beijing.	Int J Infect Dis
32389849	From SARS to COVID-19: What we have learned about children infected with COVID-19.	Int J Infect Dis
32389848	Comparison of mortality associated with respiratory viral infections between December 2019 and March 2020 with that of the previous year in Southeastern France.	Int J Infect Dis
32389847	Urgent need for evaluating agonists of angiotensin-(1-7)/Mas receptor axis for treating patients with COVID-19.	Int J Infect Dis
32389846	Ascertainment rate of novel coronavirus disease (COVID-19) in Japan.	Int J Infect Dis
32389845	Coronavirus 2019 and health systems affected by protracted conflict: The case of Syria.	Int J Infect Dis
32389838	Effects of COVID-19 lockdown on chronic drug-resistant pain patients treated using brain stimulation approaches.	Brain Stimul
32389803	Hematopoietic Cell Transplantation with Cryopreserved Grafts for Severe Aplastic Anemia.	Biol Blood Marrow Transplant
32389799	Epidemics will always come (and go): The need to prepare for the next one, research on COVID-19, and the role of molecular and cellular endocrinology.	Mol Cell Endocrinol
32389787	Reactivation of COVID-19 pneumonia: A report of two cases.	J Infect
32389785	Comparison of CRB-65 and quick sepsis-related organ failure assessment for predicting the need for intensive respiratory or vasopressor support in patients with COVID-19.	J Infect
32389784	Dynamic profile for the detection of anti-SARS-CoV-2 antibodies using four immunochromatographic assays.	J Infect
32389783	Re: Low-dose corticosteroid therapy does not delay viral clearance in patients with COVID-19.	J Infect
32389782	Acute kidney injury in hospitalized patients with coronavirus disease 2019 (COVID-19): A meta-analysis.	J Infect
32389757	Response letter: Handling of COVID-19 positive lung cancer patients during the pandemic.	Radiother Oncol
32389756	COVID-19 outbreak and cancer patient management: Viewpoint from radio-oncologists.	Radiother Oncol
32389755	Advocacy to provide good quality oncology services during the COVID-19 pandemic - Actions at 3-levels.	Radiother Oncol
32389754	RILI model and the Covid-19 pneumonia: The radiation oncologist point of view.	Radiother Oncol
32389753	What is our threshold: Departmental planning for radiation oncology's future in the time of COVID-19.	Radiother Oncol
32389752	Practical indications for management of patients candidate to Interventional and Intraoperative Radiotherapy (Brachytherapy, IORT) during COVID-19 pandemic - A document endorsed by AIRO (Italian Association of Radiotherapy and Clinical Oncology) Interventional Radiotherapy Working Group.	Radiother Oncol
32389734	Spine Surgery in Atlantic Canada in the COVID-19 era: lessons learned so far.	Spine J
32389724	Potential Implications of the COVID-19 Pandemic on the Homeless Population.	Chest
32389723	Computational screening of antagonists against the SARS-CoV-2 (COVID-19) coronavirus by molecular docking.	Int J Antimicrob Agents
32389721	Tocilizumab in COVID-19: Beware the risk of intestinal perforation.	Int J Antimicrob Agents
32389720	Excessive lysosomal ion-trapping of hydroxychloroquine and azithromycin.	Int J Antimicrob Agents
32389715	Exploring the risk of severe COVID-19 infection in patients with hidradenitis suppurativa.	J Am Acad Dermatol
32389714	The importance of fit testing in decontamination of N95 respirators: A cautionary note.	J Am Acad Dermatol
32389704	Pain: A potential new label of COVID-19.	Brain Behav Immun
32389702	COVID-19-related information sources and psychological well-being: An online survey study in Taiwan.	Brain Behav Immun
32389701	Time to realise the true potential of Ayurveda against COVID-19.	Brain Behav Immun
32389697	Plasmapheresis treatment in COVID-19-related autoimmune meningoencephalitis: Case series.	Brain Behav Immun
32389696	Psychopathological responses and face mask restrictions during the COVID-19 outbreak: Results from a nationwide survey.	Brain Behav Immun
32389695	JAACAP's Role in Advancing the Science of Pediatric Mental Health and Promoting the Care of Youth and Families During the COVID-19 Pandemic.	J Am Acad Child Adolesc Psychiatry
32389667	Gastrointestinal and Hepatic Manifestations of 2019 Novel Coronavirus Disease in a Large Cohort of Infected Patients From New York: Clinical Implications.	Gastroenterology
32389663	Inflammatory bowel disease and the SARS-CoV-2 pandemic: more speed, less haste.	Gastroenterology
32389631	Pharmacy Emergency Preparedness and Response (PEPR): a proposed framework for expanding pharmacy professionals' roles and contributions to emergency preparedness and response during the COVID-19 pandemic and beyond.	Res Social Adm Pharm
32389618	An infant with a mild SARS-CoV-2 infection detected only by anal swabs: a case report.	Braz J Infect Dis
32389615	The potential impact of COVID-19 on psychosis: A rapid review of contemporary epidemic and pandemic research.	Schizophr Res
32389613	Long acting injectable antipsychotic medications: Ensuring care continuity during the COVID-19 pandemic restrictions.	Schizophr Res
32389608	Heart Failure in the COVID-19 Pandemic: Where has all New York's congestion gone?	J Card Fail
32389604	Prognostication and Proactive Planning in COVID-19.	J Pain Symptom Manage
32389601	The Role of Repeat Chest CT Scan in the COVID-19 Pandemic.	Acad Radiol
32389592	Practical Steps to Improve Air Flow in Long-Term Care Resident Rooms to Reduce COVID-19 Infection Risk.	J Am Med Dir Assoc
32389591	Air pollution, racial disparities, and COVID-19 mortality.	J Allergy Clin Immunol
32389590	COVID-19: Unanswered questions on immune response and pathogenesis.	J Allergy Clin Immunol
32389584	Coronavirus disease 2019 (COVID-19) and cardiovascular risk: A meta-analysis.	Prog Cardiovasc Dis
32389583	Neurosurgical Practice at the Time of COVID-19.	World Neurosurg
32389580	[Breast radiation therapy during COVID-19 outbreak: Practical advice].	Cancer Radiother
32389579	[Low dose lung radiotherapy for COVID-19-related cytokine storm syndrome: Why not?]	Cancer Radiother
32389563	Urgent development of an anaesthesiology-based intensive care unit for critical COVID-19 infected patients.	Anaesth Crit Care Pain Med
32389543	COVID-19 and molecular mimicry: The Columbus' egg?	J Clin Neurosci
32389541	Evolution of COVID-19 Guidelines for University of Washington Oral and Maxillofacial Surgery Patient Care.	J Oral Maxillofac Surg
32389540	Head and neck cancer cannot wait for this pandemic to end: Risks, challenges and perspectives of oral-maxillofacial surgeon during COVID-19.	Oral Oncol
32389538	Surgical tracheostomies in COVID-19 patients: A multidisciplinary approach and lessons learned.	Oral Oncol
32389526	[Management of ocular cancer during COVID-19 pandemic].	J Fr Ophtalmol
32389524	How technology can help in oncologic patient management during COVID-19 outbreak.	Eur J Surg Oncol
32389523	COVID-19 and cancer: Looking for evidence.	Eur J Surg Oncol
32389521	COVID-19 infection in patients following hepato-pancreatico-biliary intervention: An early experience.	Eur J Surg Oncol
32389518	SARS-CoV-2 infection in patients on renal replacement therapy. Report of the COVID-19 Registry of the Spanish Society of Nephrology (SEN).	Nefrologia
32389516	Reactive psychoses in the context of the COVID-19 pandemic: Clinical perspectives from a case series.	Rev Psiquiatr Salud Ment
32389514	International Mental Health perspectives on the novel coronavirus SARS-CoV-2 pandemic.	Rev Psiquiatr Salud Ment
32389502	[Cutaneous manifestations in the current pandemic of coronavirus infection disease (COVID 2019)].	An Pediatr (Barc)
32389500	Do we know when to end isolation of persons affected with COVID-19?	Eur J Intern Med
